@relation output_weak

@attribute char_length numeric
@attribute word_length numeric
@attribute baidu_vertical_types_number numeric
@attribute baidu_vertical_results_number numeric
@attribute baidu_vertical_results_area_fraction numeric
@attribute baidu_total_images_number numeric
@attribute baidu_total_images_area_fraction numeric
@attribute sogou_vertical_types_number numeric
@attribute sogou_vertical_results_number numeric
@attribute sogou_vertical_results_area_fraction numeric
@attribute sogou_total_images_number numeric
@attribute sogou_total_images_area_fraction numeric
@attribute delta_vertical_types_number numeric
@attribute delta_vertical_results_number numeric
@attribute delta_vertical_results_area_fraction numeric
@attribute delta_total_images_number numeric
@attribute delta_total_images_area_fraction numeric
@attribute preference {different,tie}

@data
21,5,3,6,0.662028,4,0.06707,3,10,1,1,0.016446,0,-4,-0.337972,3,0.050624,tie
31,5,3,9,0.930024,12,0.183,4,10,1,5,0.082768,-1,-1,-0.069976,7,0.100232,tie
18,4,2,4,0.507218,3,0.052168,3,5,0.572271,0,0,-1,-1,-0.065053,3,0.052168,tie
15,2,5,10,1,21,0.243706,5,9,0.947873,15,0.179073,0,1,0.052127,6,0.064633,different
12,2,1,1,0.124571,1,0.019278,2,3,0.371271,0,0,-1,-2,-0.246699,1,0.019278,tie
21,6,1,1,0.117904,0,0,3,6,0.658824,0,0,-2,-5,-0.54092,0,0,different
12,2,3,8,0.877522,6,0.072917,4,5,0.6773,2,0.026987,-1,3,0.200222,4,0.04593,tie
12,1,5,8,0.840226,1,0.019235,1,3,0.445908,3,0.071653,4,5,0.394318,-2,-0.052418,different
11,3,3,8,0.858215,11,0.17351,6,10,1,5,0.074882,-3,-2,-0.141785,6,0.098628,tie
15,2,4,10,1,13,0.151643,7,10,1,20,0.232115,-3,0,0,-7,-0.080472,tie
22,4,2,9,0.930442,12,0.186257,3,3,0.472727,0,0,-1,6,0.457715,12,0.186257,different
26,4,3,4,0.453376,3,0.058095,2,7,0.727273,1,0.021324,1,-3,-0.273897,2,0.036771,tie
18,3,6,6,0.727418,5,0.085347,4,6,0.705584,1,0.015388,2,0,0.021834,4,0.069959,tie
26,6,2,3,0.37631,1,0.017681,2,5,0.602109,0,0,0,-2,-0.225799,1,0.017681,tie
25,4,3,9,0.920741,6,0.074969,4,7,0.784831,1,0.014995,-1,2,0.13591,5,0.059974,different
24,4,4,9,0.934515,15,0.218175,6,9,0.936589,6,0.092478,-2,0,-0.002074,9,0.125697,tie
21,4,3,8,0.840532,10,0.155044,5,8,0.877778,5,0.079221,-2,0,-0.037246,5,0.075823,different
12,2,4,10,1,14,0.203254,5,10,1,9,0.180746,-1,0,0,5,0.022507,tie
18,3,3,6,0.698849,10,0.123776,4,9,0.928336,1,0.014983,-1,-3,-0.229488,9,0.108794,tie
45,5,3,4,0.496545,2,0.033303,3,3,0.463436,2,0.032051,0,1,0.033109,0,0.001252,tie
15,2,3,7,0.782609,9,0.14246,4,6,0.7,3,0.044627,-1,1,0.082609,6,0.097833,different
12,2,3,5,0.57388,6,0.100999,2,6,0.638254,1,0.018908,1,-1,-0.064374,5,0.082091,tie
18,3,0,0,0,0,0,3,5,0.545455,1,0.019006,-3,-5,-0.545455,-1,-0.019006,tie
18,4,1,1,0.177419,0,0,3,4,0.527174,0,0,-2,-3,-0.349755,0,0,different
30,4,3,3,0.437086,1,0.015958,4,4,0.54766,1,0.015762,-1,-1,-0.110574,0,0.000197,tie
12,2,3,7,0.749016,5,0.083012,6,9,0.931225,1,0.014379,-3,-2,-0.18221,4,0.068633,tie
14,3,5,10,1,3,0.050651,4,9,1,2,0.02695,1,1,0,1,0.0237,tie
28,6,3,8,0.847048,6,0.093745,2,4,0.508475,0,0,1,4,0.338574,6,0.093745,tie
21,4,3,7,0.785354,9,0.152021,4,10,1,5,0.084663,-1,-3,-0.214646,4,0.067357,different
18,3,2,3,0.39899,0,0,3,4,0.572131,1,0.014909,-1,-1,-0.173141,-1,-0.014909,different
20,4,5,8,0.837321,6,0.103737,3,10,1,0,0,2,-2,-0.162679,6,0.103737,different
18,3,2,6,0.663897,6,0.093452,3,6,0.648069,1,0.016512,-1,0,0.015828,5,0.07694,tie
18,2,2,3,0.332251,2,0.036511,6,9,0.936957,3,0.034389,-4,-6,-0.604705,-1,0.002122,different
18,3,3,10,1,6,0.059925,3,9,0.952381,16,0.223325,0,1,0.047619,-10,-0.163399,tie
21,4,2,4,0.528215,3,0.063665,2,7,0.825535,4,0.04205,0,-3,-0.29732,-1,0.021614,tie
30,5,2,8,0.847943,7,0.105614,4,9,0.925957,2,0.03096,-2,-1,-0.078015,5,0.074654,tie
12,2,4,6,0.739064,2,0.037111,5,10,1,4,0.074519,-1,-4,-0.260936,-2,-0.037409,tie
24,4,5,9,0.936614,10,0.137527,3,7,0.766756,1,0.016255,2,2,0.169858,9,0.121272,tie
15,2,3,3,0.371901,2,0.030979,5,9,0.933891,2,0.027643,-2,-6,-0.56199,0,0.003336,tie
24,3,1,2,0.242492,2,0.037526,2,8,0.831068,0,0,-1,-6,-0.588576,2,0.037526,tie
25,6,2,10,1,1,0.015142,4,7,0.807664,8,0.094733,-2,3,0.192336,-7,-0.079591,different
18,3,2,5,0.609375,9,0.154178,3,5,0.57808,1,0.017642,-1,0,0.031295,8,0.136536,tie
39,6,5,9,0.931836,11,0.170682,5,10,1,2,0.030829,0,-1,-0.068164,9,0.139853,different
18,3,3,9,0.937775,14,0.213604,3,9,0.924479,0,0,0,0,0.013295,14,0.213604,tie
12,2,6,10,1,14,0.264816,8,10,1,8,0.115074,-2,0,0,6,0.149742,different
27,7,2,6,0.669253,5,0.081804,3,7,0.750716,0,0,-1,-1,-0.081463,5,0.081804,tie
27,4,1,2,0.303279,0,0,3,3,0.499589,1,0.014946,-2,-1,-0.19631,-1,-0.014946,tie
15,3,3,6,0.667279,3,0.049819,6,10,1,1,0.01439,-3,-4,-0.332721,2,0.035428,different
24,6,4,8,0.843893,7,0.128944,4,5,0.581328,0,0,0,3,0.262565,7,0.128944,different
24,5,4,8,0.855574,9,0.146456,5,9,0.9375,8,0.121267,-1,-1,-0.081926,1,0.025189,tie
25,5,4,4,0.57886,1,0.013929,5,10,1,1,0.012224,-1,-6,-0.42114,0,0.001705,different
11,3,5,9,0.937865,7,0.132266,4,10,1,6,0.147148,1,-1,-0.062135,1,-0.014881,tie
30,5,4,10,1,12,0.184295,3,7,0.750239,5,0.092586,1,3,0.249761,7,0.091709,tie
12,2,5,8,0.878637,6,0.095933,4,8,1,2,0.137832,1,0,-0.121363,4,-0.041899,different
12,2,5,9,0.929092,13,0.190374,4,10,1,22,0.19172,1,-1,-0.070908,-9,-0.001345,tie
9,1,5,9,0.933646,12,0.202184,7,10,1,6,0.103302,-2,-1,-0.066354,6,0.098883,different
24,4,3,10,1,14,0.184155,4,7,0.797988,10,0.170025,-1,3,0.202012,4,0.014129,tie
9,2,3,7,0.770404,10,0.164192,5,10,1,6,0.082554,-2,-3,-0.229596,4,0.081639,different
30,5,3,7,0.776512,6,0.089884,3,6,0.668571,1,0.017323,0,1,0.10794,5,0.072561,tie
21,2,3,7,0.788907,0,0,5,7,0.787805,1,0.014788,-2,0,0.001102,-1,-0.014788,tie
24,3,3,8,0.858215,9,0.153627,3,9,0.915452,4,0.079329,0,-1,-0.057237,5,0.074299,tie
27,6,1,2,0.246517,0,0,1,3,0.362715,0,0,0,-1,-0.116199,0,0,tie
21,4,2,4,0.526462,8,0.194268,3,7,0.739261,0,0,-1,-3,-0.212798,8,0.194268,different
28,5,4,6,0.684308,4,0.085738,2,5,0.591937,0,0,2,1,0.092371,4,0.085738,different
30,6,3,8,0.830986,6,0.089092,3,7,0.781955,2,0.030391,0,1,0.049031,4,0.058701,tie
29,5,2,7,0.743719,6,0.101717,3,9,0.917222,0,0,-1,-2,-0.173503,6,0.101717,tie
18,3,5,9,0.934261,12,0.194224,4,8,0.856198,3,0.080255,1,1,0.078063,9,0.113969,different
9,1,3,4,0.536364,0,0,3,6,0.666027,0,0,0,-2,-0.129663,0,0,tie
18,3,2,5,0.556477,4,0.069919,4,9,0.929153,3,0.044436,-2,-4,-0.372676,1,0.025483,different
9,1,6,8,0.878398,8,0.111297,6,10,1,12,0.167063,0,-2,-0.121602,-4,-0.055766,tie
18,3,4,10,1,13,0.183477,4,9,0.944727,9,0.071734,0,1,0.055273,4,0.111743,tie
24,3,2,3,0.41437,0,0,4,6,0.73065,1,0.014078,-2,-3,-0.31628,-1,-0.014078,tie
16,4,2,9,0.921875,8,0.12403,5,7,0.823051,10,0.136851,-3,2,0.098824,-2,-0.012821,different
14,3,3,3,0.409901,1,0.016701,4,10,1,0,0,-1,-7,-0.590099,1,0.016701,tie
30,6,3,4,0.496047,4,0.090169,4,9,0.924545,4,0.085784,-1,-5,-0.428497,0,0.004385,different
18,2,4,8,0.863563,6,0.117147,4,9,1,0,0,0,-1,-0.136437,6,0.117147,tie
9,2,5,9,0.933787,13,0.15441,3,9,0.931225,2,0.030511,2,0,0.002562,11,0.123899,different
15,3,3,4,0.480652,3,0.055196,3,8,0.870155,0,0,0,-4,-0.389503,3,0.055196,different
18,3,3,5,0.669767,2,0.026152,4,7,0.881793,3,0.03707,-1,-2,-0.212026,-1,-0.010918,tie
9,2,4,9,0.931617,12,0.190348,5,8,0.883686,6,0.08067,-1,1,0.047931,6,0.109678,different
24,4,4,7,0.756679,3,0.048286,2,3,0.340195,0,0,2,4,0.416484,3,0.048286,different
34,8,3,9,0.912653,10,0.155938,1,9,0.905946,1,0.019664,2,0,0.006707,9,0.136274,tie
15,2,3,8,0.847619,5,0.076095,5,9,0.938298,9,0.111652,-2,-1,-0.090679,-4,-0.035557,different
10,2,3,9,0.921731,8,0.124258,4,7,0.748433,0,0,-1,2,0.173299,8,0.124258,tie
12,2,5,8,0.852045,7,0.107071,6,10,1,1,0.013257,-1,-2,-0.147955,6,0.093813,tie
9,2,4,7,0.778931,4,0.065516,3,8,0.835539,0,0,1,-1,-0.056608,4,0.065516,different
27,4,2,2,0.256018,1,0.018455,2,3,0.324084,0,0,0,-1,-0.068067,1,0.018455,tie
36,8,2,4,0.46943,3,0.052439,2,6,0.69258,0,0,0,-2,-0.223149,3,0.052439,tie
30,7,3,9,0.930099,11,0.165166,3,9,0.911854,0,0,0,0,0.018245,11,0.165166,different
27,4,4,5,0.613636,6,0.105911,4,6,0.717073,1,0.014788,0,-1,-0.103437,5,0.091123,different
27,8,1,5,0.560041,5,0.087309,5,8,0.863422,1,0.014277,-4,-3,-0.303381,4,0.073031,tie
9,1,6,10,1,15,0.240347,6,9,0.949827,11,0.149563,0,1,0.050173,4,0.090785,tie
25,5,4,10,1,13,0.189514,4,10,1,13,0.172506,0,0,0,0,0.017008,different
12,2,3,3,0.403808,2,0.037409,4,5,0.618755,0,0,-1,-2,-0.214948,2,0.037409,tie
10,2,3,7,0.803695,5,0.076008,4,8,0.820248,0,0,-1,-1,-0.016553,5,0.076008,different
15,2,6,10,1,13,0.190954,5,10,1,8,0.160589,1,0,0,5,0.030365,tie
18,3,5,9,0.932806,13,0.205584,6,9,0.939331,7,0.171617,-1,0,-0.006524,6,0.033967,tie
15,2,5,9,0.947628,9,0.104624,6,7,0.843806,5,0.054426,-1,2,0.103822,4,0.050198,tie
12,2,6,9,0.941339,8,0.106398,6,9,0.930788,3,0.055172,0,0,0.010551,5,0.051226,tie
24,3,1,2,0.286464,0,0,3,6,0.672932,0,0,-2,-4,-0.386469,0,0,tie
18,3,2,8,0.829485,8,0.119844,2,4,0.47033,0,0,0,4,0.359155,8,0.119844,tie
28,5,2,6,0.688073,8,0.133706,2,5,0.602013,4,0.074684,0,1,0.086061,4,0.059023,tie
12,3,2,3,0.406188,2,0.038445,3,3,0.45283,1,0.016342,-1,0,-0.046643,1,0.022103,tie
30,6,3,3,0.334452,1,0.018868,3,7,0.775194,4,0.130922,0,-4,-0.440742,-3,-0.112054,different
21,3,1,10,1,13,0.206252,4,9,0.942042,5,0.086348,-3,1,0.057958,8,0.119904,tie
18,3,3,3,0.522388,3,0.105415,4,6,0.835075,4,0.088923,-1,-3,-0.312687,-1,0.016492,different
15,3,2,6,0.681338,1,0.014849,2,7,0.786885,0,0,0,-1,-0.105547,1,0.014849,different
15,2,7,9,0.942915,16,0.195332,8,9,0.950958,10,0.192005,-1,0,-0.008044,6,0.003327,different
30,5,1,2,0.286464,0,0,3,7,0.755618,2,0.027404,-2,-5,-0.469154,-2,-0.027404,different
30,4,3,10,1,11,0.170363,3,8,0.855721,3,0.039174,0,2,0.144279,8,0.13119,different
37,6,4,4,0.453476,1,0.018041,3,5,0.61674,1,0.016026,1,-1,-0.163264,0,0.002015,tie
24,4,4,9,0.932432,11,0.165373,5,8,0.867882,6,0.089603,-1,1,0.064551,5,0.07577,different
15,3,4,6,0.679849,2,0.035155,6,8,0.857025,2,0.029892,-2,-2,-0.177176,0,0.005263,tie
12,2,4,8,0.870466,8,0.114102,5,8,0.879026,1,0.014288,-1,0,-0.00856,7,0.099814,different
18,3,3,5,0.560041,4,0.073572,2,4,0.43964,0,0,1,1,0.120402,4,0.073572,tie
18,3,5,10,1,12,0.17169,5,10,1,9,0.114118,0,0,0,3,0.057572,tie
14,3,2,10,1,5,0.070562,3,4,0.57094,6,0.105828,-1,6,0.42906,-1,-0.035265,different
21,3,5,8,0.890534,10,0.118307,5,8,0.882986,11,0.142721,0,0,0.007549,-1,-0.024414,tie
28,7,1,4,0.460888,4,0.071324,1,2,0.205479,0,0,0,2,0.255408,4,0.071324,tie
15,4,2,7,0.756629,6,0.095841,3,6,0.661479,1,0.017694,-1,1,0.09515,5,0.078147,different
12,2,4,10,1,10,0.13502,5,9,0.955247,14,0.144684,-1,1,0.044753,-4,-0.009664,tie
30,6,2,3,0.436019,1,0.025795,3,5,0.638103,1,0.015132,-1,-2,-0.202084,0,0.010663,different
9,2,5,10,1,15,0.18057,6,10,1,5,0.110179,-1,0,0,10,0.070391,tie
15,2,7,10,1,17,0.234646,6,9,1,8,0.124544,1,1,0,9,0.110102,different
30,3,1,1,0.177419,0,0,3,3,0.437673,1,0.016795,-2,-2,-0.260254,-1,-0.016795,different
12,2,4,5,0.640964,3,0.04462,4,7,0.783223,1,0.015107,0,-2,-0.142259,2,0.029513,tie
9,1,5,8,0.880197,6,0.100329,5,9,1,2,0.137832,0,-1,-0.119803,4,-0.037503,different
24,4,2,6,0.669903,5,0.081884,3,7,0.852417,4,0.101066,-1,-1,-0.182514,1,-0.019182,tie
18,3,5,8,0.845783,11,0.16462,5,7,0.761644,1,0.016611,0,1,0.084139,10,0.148009,different
15,3,3,9,0.930725,11,0.169551,3,8,0.840074,1,0.016718,0,1,0.090652,10,0.152833,different
39,6,3,7,0.798896,6,0.097909,2,9,1,2,0.137832,1,-2,-0.201104,4,-0.039923,different
17,4,4,7,0.770315,8,0.124575,4,7,0.809071,5,0.071397,0,0,-0.038756,3,0.053178,different
27,4,3,9,0.920412,7,0.110558,4,8,0.873455,1,0.013228,-1,1,0.046957,6,0.09733,different
27,4,3,4,0.581281,2,0.027698,4,4,0.606038,1,0.013728,-1,0,-0.024757,1,0.01397,different
21,3,5,10,1,14,0.195013,7,10,1,6,0.086307,-2,0,0,8,0.108707,tie
24,4,3,10,1,8,0.134427,4,10,1,5,0.08089,-1,0,0,3,0.053537,tie
15,2,3,5,0.622466,1,0.008831,5,8,0.874388,1,0.014836,-2,-3,-0.251922,0,-0.006006,different
30,6,5,9,0.931341,12,0.226586,2,10,1,9,0.213117,3,-1,-0.068659,3,0.013469,tie
24,3,4,9,0.938001,12,0.160369,4,7,0.770852,1,0.015969,0,2,0.16715,11,0.1444,different
13,3,4,10,1,10,0.131242,4,9,0.928805,4,0.068758,0,1,0.071195,6,0.062485,tie
12,2,4,8,0.87304,6,0.103635,4,9,0.933128,2,0.015951,0,-1,-0.060089,4,0.087684,tie
21,3,3,6,0.771965,5,0.058829,5,9,0.93821,6,0.02454,-2,-3,-0.166245,-1,0.034289,tie
18,3,4,8,0.862571,10,0.148726,6,9,0.928277,1,0.014995,-2,-1,-0.065706,9,0.133731,different
15,3,4,7,0.784992,9,0.155501,6,10,1,5,0.082476,-2,-3,-0.215008,4,0.073024,different
18,3,2,10,1,9,0.134648,3,10,1,4,0.071105,-1,0,0,5,0.063543,different
15,3,5,9,0.927966,7,0.103114,6,7,0.880822,4,0.081614,-1,2,0.047144,3,0.0215,tie
21,3,4,10,1,1,0.02176,3,7,0.783761,1,0.01507,1,3,0.216239,0,0.006691,different
27,5,3,8,0.857741,7,0.118524,3,8,0.862233,9,0.194959,0,0,-0.004492,-2,-0.076435,tie
17,3,3,8,0.835907,6,0.097691,4,9,0.914454,0,0,-1,-1,-0.078547,6,0.097691,tie
16,3,2,10,1,13,0.200389,3,6,0.699482,5,0.086199,-1,4,0.300518,8,0.11419,tie
25,4,4,9,0.939887,10,0.148241,4,9,0.933435,5,0.076372,0,0,0.006451,5,0.071869,different
21,4,3,6,0.694444,8,0.125521,3,6,0.666027,0,0,0,0,0.028418,8,0.125521,different
17,2,3,10,1,13,0.175173,4,7,0.877292,5,0.096859,-1,3,0.122708,8,0.078314,different
24,4,1,5,0.547571,5,0.085365,2,4,0.459052,0,0,-1,1,0.088519,5,0.085365,tie
12,2,6,8,0.879774,12,0.180159,5,10,1,11,0.190412,1,-2,-0.120226,1,-0.010253,tie
25,5,2,2,0.386953,0,0,3,3,0.460585,1,0.016111,-1,-1,-0.073632,-1,-0.016111,tie
16,3,4,7,0.764567,9,0.131579,5,9,0.916587,0,0,-1,-2,-0.15202,9,0.131579,different
9,1,5,8,0.86018,6,0.08928,5,9,0.965936,14,0.057325,0,-1,-0.105756,-8,0.031955,different
24,4,2,9,0.920038,9,0.142815,4,7,0.783761,1,0.01507,-2,2,0.136276,8,0.127745,tie
18,5,3,4,0.519774,3,0.061415,3,8,0.909469,0,0,0,-4,-0.389695,3,0.061415,tie
18,3,1,5,0.559585,5,0.087399,2,5,0.552929,0,0,-1,0,0.006656,5,0.087399,tie
18,3,3,7,0.765625,3,0.046511,5,6,0.731895,1,0.014013,-2,1,0.03373,2,0.032498,tie
24,4,1,5,0.562307,5,0.086859,2,4,0.488798,2,0.031342,-1,1,0.073509,3,0.055517,tie
9,1,3,7,0.764543,4,0.071854,3,10,1,1,0.036226,0,-3,-0.235457,3,0.035628,tie
15,3,4,9,0.945743,8,0.110292,2,8,0.852167,1,0.015454,2,1,0.093576,7,0.094838,tie
12,2,3,8,0.895641,18,0.259491,4,9,0.935026,10,0.159261,-1,-1,-0.039385,8,0.100229,different
33,7,1,1,0.119678,1,0.019411,2,2,0.344061,0,0,-1,-1,-0.224384,1,0.019411,tie
12,3,6,9,0.938406,5,0.078122,6,9,0.945929,12,0.148579,0,0,-0.007523,-7,-0.070457,different
30,7,2,2,0.282427,0,0,2,3,0.43871,1,0.016764,0,-1,-0.156283,-1,-0.016764,different
13,3,5,8,0.877961,7,0.107124,4,10,1,3,0.035846,1,-2,-0.122039,4,0.071278,tie
21,3,4,8,0.849558,6,0.095934,4,9,0.92545,3,0.04626,0,-1,-0.075892,3,0.049674,tie
28,5,3,3,0.364573,1,0.017372,4,8,0.847368,0,0,-1,-5,-0.482796,1,0.017372,different
9,2,4,5,0.594078,6,0.102855,3,6,0.697391,1,0.015817,1,-1,-0.103313,5,0.087039,tie
30,6,2,6,0.628986,6,0.097786,2,3,0.325581,0,0,0,3,0.303404,6,0.097786,different
30,5,3,7,0.768468,4,0.060786,2,7,0.762078,0,0,1,0,0.00639,4,0.060786,tie
24,4,4,4,0.539711,2,0.034913,3,4,0.538462,1,0.016082,1,0,0.00125,1,0.018831,tie
21,3,3,4,0.464848,3,0.056876,3,8,0.848432,2,0.031688,0,-4,-0.383584,1,0.025187,tie
12,2,6,9,0.928027,8,0.143212,4,7,0.71692,4,0.115859,2,2,0.211107,4,0.027354,tie
14,3,4,9,0.933852,9,0.132144,4,10,1,5,0.081684,0,-1,-0.066148,4,0.05046,tie
30,5,1,5,0.543011,0,0,4,4,0.536412,5,0.118049,-3,1,0.006599,-5,-0.118049,tie
21,4,5,7,0.753385,1,0.019794,5,8,0.863743,1,0.014244,0,-1,-0.110358,0,0.00555,tie
24,4,3,4,0.486922,1,0.01697,4,8,0.850772,1,0.0156,-1,-4,-0.36385,0,0.00137,tie
19,4,2,7,0.757605,7,0.122502,3,10,1,1,0.016506,-1,-3,-0.242395,6,0.105996,tie
12,2,4,7,0.798737,7,0.092366,4,8,0.864802,1,0.014133,0,-1,-0.066065,6,0.078233,tie
9,1,6,9,0.944079,11,0.154203,4,10,1,5,0.081021,2,-1,-0.055921,6,0.073182,different
8,2,5,7,0.79717,9,0.12916,5,9,0.93546,0,0,0,-2,-0.13829,9,0.12916,different
27,5,2,2,0.424217,0,0,2,4,0.538869,0,0,0,-2,-0.114652,0,0,tie
8,2,5,6,0.725522,8,0.118318,4,6,0.789041,9,0.12276,1,0,-0.063519,-1,-0.004442,different
9,1,5,7,0.790812,7,0.111251,5,6,0.766548,4,0.091231,0,1,0.024264,3,0.02002,different
12,1,5,9,0.938137,10,0.163197,3,9,0.944195,3,0.035412,2,0,-0.006058,7,0.127785,tie
9,1,6,9,0.946372,9,0.120029,5,9,0.95255,5,0.074424,1,0,-0.006177,4,0.045604,tie
36,7,4,10,1,15,0.162526,4,8,0.828063,0,0,0,2,0.171937,15,0.162526,tie
10,2,3,6,0.747041,7,0.103861,3,7,0.785714,0,0,0,-1,-0.038673,7,0.103861,tie
28,6,5,6,0.694444,7,0.128897,4,6,0.7,1,0.01568,1,0,-0.005556,6,0.113217,tie
33,7,2,3,0.360215,0,0,3,7,0.739261,0,0,-1,-4,-0.379046,0,0,tie
15,2,4,9,0.937084,9,0.134678,4,10,1,6,0.08344,0,-1,-0.062916,3,0.051238,different
30,4,3,6,0.648202,5,0.084805,3,8,0.846966,4,0.071793,0,-2,-0.198764,1,0.013011,tie
21,4,2,2,0.221968,1,0.0193,3,6,0.668571,5,0.07307,-1,-4,-0.446603,-4,-0.05377,different
12,2,5,10,1,5,0.056339,3,9,0.939917,10,0.123826,2,1,0.060083,-5,-0.067487,tie
24,4,3,6,0.712352,2,0.028542,4,7,0.817227,2,0.034018,-1,-1,-0.104875,0,-0.005477,different
18,3,2,3,0.391635,7,0.117445,4,5,0.660944,2,0.028822,-2,-2,-0.269309,5,0.088622,tie
16,4,1,9,0.919887,9,0.143084,4,9,0.925322,2,0.031226,-3,0,-0.005435,7,0.111858,tie
18,3,3,5,0.564862,1,0.01723,4,6,0.688172,1,0.016298,-1,-1,-0.12331,0,0.000931,different
15,2,6,10,1,11,0.158995,5,10,1,6,0.091565,1,0,0,5,0.06743,tie
12,2,5,8,0.852941,5,0.071664,5,8,0.871302,4,0.055676,0,0,-0.018361,1,0.015988,tie
29,5,2,6,0.661692,6,0.104285,3,6,0.654762,0,0,-1,0,0.00693,6,0.104285,tie
12,2,5,5,0.685418,7,0.180252,5,6,0.714754,1,0.014909,0,-1,-0.029336,6,0.165343,tie
18,3,3,8,0.855932,9,0.146952,3,6,0.661479,0,0,0,2,0.194454,9,0.146952,tie
12,2,0,0,0,0,0,2,2,0.496694,4,0.098476,-2,-2,-0.496694,-4,-0.098476,different
21,3,3,5,0.66391,1,0.012683,3,6,0.709516,0,0,0,-1,-0.045606,1,0.012683,tie
30,6,3,7,0.732883,5,0.081331,4,9,0.916104,0,0,-1,-2,-0.183221,5,0.081331,tie
18,2,3,10,1,9,0.126267,4,5,0.692144,9,0.128413,-1,5,0.307856,0,-0.002146,different
30,6,1,4,0.460888,4,0.071324,3,5,0.601283,1,0.016672,-2,-1,-0.140395,3,0.054652,different
28,5,2,9,0.928811,14,0.190418,2,7,0.741071,6,0.102652,0,2,0.187739,8,0.087766,different
17,3,1,6,0.664706,6,0.099224,2,8,0.816842,1,0.019146,-1,-2,-0.152136,5,0.080077,tie
24,5,3,9,0.909933,7,0.099391,4,8,0.853535,1,0.015311,-1,1,0.056397,6,0.08408,different
30,5,3,4,0.452111,1,0.017372,4,10,1,3,0.05682,-1,-6,-0.547889,-2,-0.039449,tie
21,4,5,10,1,8,0.118498,3,8,0.940655,0,0,2,2,0.059345,8,0.118498,tie
21,4,4,10,1,8,0.104688,5,10,1,15,0.035492,-1,0,0,-7,0.069197,different
31,6,2,9,0.92431,8,0.120164,5,8,0.856908,1,0.014958,-3,1,0.067402,7,0.105206,tie
12,2,4,8,0.871407,15,0.175835,5,10,1,14,0.132689,-1,-2,-0.128593,1,0.043145,tie
9,1,5,10,1,12,0.163309,6,10,1,15,0.185202,-1,0,0,-3,-0.021893,different
30,5,3,7,0.843173,12,0.22629,3,8,0.845196,0,0,0,-1,-0.002022,12,0.22629,different
12,2,5,9,0.933018,7,0.122644,3,7,0.768206,4,0.072495,2,2,0.164812,3,0.05015,different
21,4,3,9,0.91343,1,0.013647,4,7,0.791367,1,0.01454,-1,2,0.122064,0,-0.000892,tie
12,1,3,10,1,10,0.142191,4,7,0.872149,10,0.115272,-1,3,0.127851,0,0.026919,tie
12,2,4,7,0.772321,4,0.12857,3,5,0.64227,4,0.09799,1,2,0.130052,0,0.030579,different
21,3,2,3,0.38278,3,0.063693,3,10,1,7,0.055816,-1,-7,-0.61722,-4,0.007876,tie
24,4,3,8,0.837941,4,0.067751,3,8,0.833969,0,0,0,0,0.003971,4,0.067751,different
15,3,2,7,0.754335,7,0.113754,3,9,0.920981,1,0.016521,-1,-2,-0.166646,6,0.097233,tie
9,2,7,10,1,10,0.130816,5,10,1,7,0.07754,2,0,0,3,0.053276,different
9,1,4,10,1,6,0.057227,4,10,1,10,0.042024,0,0,0,-4,0.015203,tie
24,5,2,2,0.239106,1,0.018847,2,2,0.279503,0,0,0,0,-0.040397,1,0.018847,different
30,5,1,1,0.140449,0,0,1,1,0.103093,0,0,0,0,0.037357,0,0,tie
24,5,4,9,0.936803,8,0.114377,4,8,0.884462,7,0.093382,0,1,0.052341,1,0.020995,tie
12,2,1,4,0.460888,4,0.071324,3,4,0.574576,1,0.015414,-2,0,-0.113688,3,0.055909,different
30,4,1,3,0.354664,3,0.054885,2,5,0.547347,0,0,-1,-2,-0.192683,3,0.054885,tie
21,5,3,7,0.771829,10,0.151544,4,9,0.858322,4,0.062672,-1,-2,-0.086493,6,0.088872,tie
21,4,2,8,0.860656,11,0.178635,3,9,0.933891,10,0.151699,-1,-1,-0.073235,1,0.026936,tie
18,4,4,10,1,11,0.147129,5,10,1,11,0.162317,-1,0,0,0,-0.015188,tie
15,2,3,9,0.908076,7,0.10144,3,10,1,0,0,0,-1,-0.091924,7,0.10144,tie
15,3,4,10,1,13,0.196241,6,9,0.9497,6,0.088594,-2,1,0.0503,7,0.107647,different
30,5,2,2,0.289446,1,0.017626,2,8,0.841241,0,0,0,-6,-0.551795,1,0.017626,tie
27,5,3,8,0.817562,6,0.089349,2,7,0.828436,0,0,1,1,-0.010874,6,0.089349,tie
24,4,3,9,0.926343,7,0.117911,3,10,1,2,0.028056,0,-1,-0.073657,5,0.089854,tie
15,2,3,9,0.938717,10,0.129399,5,7,0.892725,8,0.145782,-2,2,0.045992,2,-0.016383,different
16,3,5,9,0.936282,12,0.153088,5,9,0.936217,7,0.125204,0,0,0.000065,5,0.027884,tie
12,2,6,7,0.778068,1,0.014681,3,8,0.867241,0,0,3,-1,-0.089173,1,0.014681,different
19,4,2,8,0.835193,4,0.057916,2,7,0.766338,0,0,0,1,0.068855,4,0.057916,tie
19,4,3,4,0.457052,2,0.035775,3,8,0.86562,1,0.015872,0,-4,-0.408568,1,0.019903,different
15,2,3,5,0.582317,2,0.034285,3,6,0.702055,2,0.031146,0,-1,-0.119738,0,0.003139,tie
12,2,6,10,1,13,0.171484,8,10,1,11,0.179694,-2,0,0,2,-0.00821,different
