query	baidu_max_title_char_length_first_screen	baidu_max_title_word_length_first_screen	baidu_max_title_matches_fraction_with_query_first_screen	baidu_avg_title_char_length_first_screen	baidu_avg_title_word_length_first_screen	baidu_avg_title_matches_fraction_with_query_first_screen	baidu_max_snippet_char_length_first_screen	baidu_max_snippet_word_length_first_screen	baidu_max_snippet_matches_fraction_with_query_first_screen	baidu_avg_snippet_char_length_first_screen	baidu_avg_snippet_word_length_first_screen	baidu_avg_snippet_matches_fraction_with_query_first_screen	baidu_max_title_char_length_other_screens	baidu_max_title_word_length_other_screens	baidu_max_title_matches_fraction_with_query_other_screens	baidu_avg_title_char_length_other_screens	baidu_avg_title_word_length_other_screens	baidu_avg_title_matches_fraction_with_query_other_screens	baidu_max_snippet_char_length_other_screens	baidu_max_snippet_word_length_other_screens	baidu_max_snippet_matches_fraction_with_query_other_screens	baidu_avg_snippet_char_length_other_screens	baidu_avg_snippet_word_length_other_screens	baidu_avg_snippet_matches_fraction_with_query_other_screens	sogou_max_title_char_length_first_screen	sogou_max_title_word_length_first_screen	sogou_max_title_matches_fraction_with_query_first_screen	sogou_avg_title_char_length_first_screen	sogou_avg_title_word_length_first_screen	sogou_avg_title_matches_fraction_with_query_first_screen	sogou_max_snippet_char_length_first_screen	sogou_max_snippet_word_length_first_screen	sogou_max_snippet_matches_fraction_with_query_first_screen	sogou_avg_snippet_char_length_first_screen	sogou_avg_snippet_word_length_first_screen	sogou_avg_snippet_matches_fraction_with_query_first_screen	sogou_max_title_char_length_other_screens	sogou_max_title_word_length_other_screens	sogou_max_title_matches_fraction_with_query_other_screens	sogou_avg_title_char_length_other_screens	sogou_avg_title_word_length_other_screens	sogou_avg_title_matches_fraction_with_query_other_screens	sogou_max_snippet_char_length_other_screens	sogou_max_snippet_word_length_other_screens	sogou_max_snippet_matches_fraction_with_query_other_screens	sogou_avg_snippet_char_length_other_screens	sogou_avg_snippet_word_length_other_screens	sogou_avg_snippet_matches_fraction_with_query_other_screens	delta_max_title_char_length_first_screen	delta_max_title_word_length_first_screen	delta_max_title_matches_fraction_with_query_first_screen	delta_avg_title_char_length_first_screen	delta_avg_title_word_length_first_screen	delta_avg_title_matches_fraction_with_query_first_screen	delta_max_snippet_char_length_first_screen	delta_max_snippet_word_length_first_screen	delta_max_snippet_matches_fraction_with_query_first_screen	delta_avg_snippet_char_length_first_screen	delta_avg_snippet_word_length_first_screen	delta_avg_snippet_matches_fraction_with_query_first_screen	delta_max_title_char_length_other_screens	delta_max_title_word_length_other_screens	delta_max_title_matches_fraction_with_query_other_screens	delta_avg_title_char_length_other_screens	delta_avg_title_word_length_other_screens	delta_avg_title_matches_fraction_with_query_other_screens	delta_max_snippet_char_length_other_screens	delta_max_snippet_word_length_other_screens	delta_max_snippet_matches_fraction_with_query_other_screens	delta_avg_snippet_char_length_other_screens	delta_avg_snippet_word_length_other_screens	delta_avg_snippet_matches_fraction_with_query_other_screens	
丰田皮卡	85	19	0.333333333333	62.25	14.0	0.141940789474	210	51	0.121951219512	151.25	33.75	0.0684495011845	82	15	0.5	54.0	10.5	0.242307692308	231	52	0.0416666666667	106.666666667	24.5	0.0169008001455	59	11	0.5	39.0	7.5	0.340909090909	2965	669	0.438596491228	1655.5	363.0	0.224529934702	85	19	0.5	53.25	11.875	0.150230023996	685	144	0.0902777777778	85.625	18.0	0.0112847222222	26	8	-0.166666666667	23.25	6.5	-0.198968301435	-2755	-618	-0.316645271716	-1504.25	-329.25	-0.156080433518	-3	-4	0.0	0.75	-1.375	0.0920776683112	-454	-92	-0.0486111111111	21.0416666667	6.5	0.00561607792326	
剑逆九天	88	20	0.6	60.25	14.0	0.457878151261	414	93	0.183673469388	295.25	65.5	0.062047399605	88	21	0.428571428571	73.0	17.8333333333	0.282790309106	243	56	0.206896551724	199.5	43.1666666667	0.141679565092	93	24	0.5	77.0	19.4	0.300052700922	192	41	0.219512195122	38.4	8.2	0.0439024390244	81	19	0.4	71.4	17.4	0.316403508772	153	29	0.206896551724	30.6	5.8	0.0413793103448	-5	-4	0.1	-16.75	-5.4	0.157825450338	222	52	-0.0358387257342	256.85	57.3	0.0181449605806	7	2	0.0285714285714	1.6	0.433333333333	-0.0336131996658	90	27	0.0	168.9	37.3666666667	0.100300254747	
带妈妈回家电视剧全集	82	22	0.416666666667	70.8	16.2	0.333106060606	242	56	0.277777777778	218.6	48.6	0.211455143772	88	20	0.416666666667	79.6	16.8	0.327647058824	240	61	0.295081967213	176.4	42.8	0.153388687815	85	24	0.555555555556	67.5	16.25	0.31498015873	0	0	0	0.0	0.0	0.0	76	17	0.375	65.3333333333	13.1666666667	0.279188213747	207	51	0.416666666667	80.3333333333	18.0	0.121078431373	-3	-2	-0.138888888889	3.3	-0.05	0.0181259018759	242	56	0.277777777778	218.6	48.6	0.211455143772	12	3	0.0416666666667	14.2666666667	3.63333333333	0.0484588450765	33	10	-0.121584699454	96.0666666667	24.8	0.0323102564424	
北京清明踏青好去处	70	14	0.5	55.8	10.0	0.387142857143	225	50	0.148936170213	177.8	38.4	0.104574468085	90	17	0.4	73.8	14.0	0.318823529412	246	57	0.140350877193	214.0	50.4	0.0852597470963	61	13	0.666666666667	37.5	7.25	0.36858974359	625	125	0.224	156.25	31.25	0.056	92	18	0.428571428571	60.5	11.3333333333	0.389484126984	238	48	0.105263157895	73.5	14.3333333333	0.0279605263158	9	1	-0.166666666667	18.3	2.75	0.0185531135531	-400	-75	-0.0750638297872	21.55	7.15	0.0485744680851	-2	-1	-0.0285714285714	13.3	2.66666666667	-0.0706605975724	8	9	0.0350877192982	140.5	36.0666666667	0.0572992207805	
孟良崮国家森林公园	90	15	0.5	55.5	8.0	0.329761904762	321	58	0.0769230769231	140.75	24.25	0.0278514588859	94	18	0.416666666667	80.1666666667	12.0	0.275183150183	286	49	0.212765957447	237.666666667	43.3333333333	0.0836848700696	58	8	0.5	46.0	6.0	0.375	0	0	0	0.0	0.0	0.0	95	18	0.307692307692	57.0	9.5	0.152796855922	532	102	0.1	122.875	23.625	0.0247549019608	32	7	0.0	9.5	2.0	-0.0452380952381	321	58	0.0769230769231	140.75	24.25	0.0278514588859	-1	0	0.108974358974	23.1666666667	2.5	0.122386294261	-246	-53	0.112765957447	114.791666667	19.7083333333	0.0589299681089	
神界传说txt下载	89	17	0.444444444444	73.0	14.1666666667	0.335951902128	231	55	0.290322580645	197.333333333	43.3333333333	0.200532502009	68	14	0.571428571429	54.25	11.0	0.367582417582	224	54	0.184210526316	208.5	49.75	0.125455147302	92	19	0.421052631579	83.0	16.25	0.352152298166	237	46	0.217391304348	116.75	22.0	0.101966873706	96	20	0.615384615385	72.1666666667	15.0	0.329221022642	234	45	0.3	173.333333333	32.6666666667	0.0964871385924	-3	-2	0.0233918128655	-10.0	-2.08333333333	-0.0162003960379	-6	9	0.0729312762973	80.5833333333	21.3333333333	0.0985656283028	-28	-6	-0.043956043956	-17.9166666667	-4.0	0.0383613949403	-10	9	-0.115789473684	35.1666666667	17.0833333333	0.0289680087098	
怎么破解手机图案锁	83	21	0.714285714286	64.0	14.25	0.323879551821	241	60	0.137254901961	172.75	40.75	0.0570701357466	90	18	0.333333333333	68.6	14.0	0.271111111111	270	68	0.184210526316	219.0	50.6	0.084762244979	92	15	0.714285714286	41.8	7.6	0.383492063492	697	145	0.413793103448	139.4	29.0	0.0827586206897	96	19	0.666666666667	71.6	14.6	0.372271175677	238	50	0.104166666667	94.6	19.6	0.0328333333333	-9	6	0.0	22.2	6.65	-0.0596125116713	-456	-85	-0.276538201487	33.35	11.75	-0.025688484943	-6	-1	-0.333333333333	-3.0	-0.6	-0.101160064566	32	18	0.0800438596491	124.4	31.0	0.0519289116456	
威震三界	78	16	0.5	60.0	11.25	0.309294871795	306	70	0.03125	215.75	48.0	0.0078125	89	19	0.307692307692	79.6666666667	16.5	0.20554188387	293	75	0.142857142857	236.333333333	55.0	0.0718149904268	90	19	0.5	69.5	14.0	0.330205108359	228	40	0.1	57.0	10.0	0.025	88	19	0.315789473684	63.6666666667	14.0	0.176705653021	679	145	0.0827586206897	152.333333333	32.8333333333	0.0137931034483	-12	-3	0.0	-9.5	-2.75	-0.0209102365643	78	30	-0.06875	158.75	38.0	-0.0171875	1	0	-0.0080971659919	16.0	2.5	0.0288362308486	-386	-70	0.0600985221675	84.0	22.1666666667	0.0580218869785	
qq空间日记	85	20	0.2	67.0	14.6	0.145	263	64	0.102564102564	207.4	48.6	0.0772839366516	81	18	0.4	59.6	12.6	0.20810966811	306	66	0.0666666666667	169.6	37.0	0.0476600968424	83	20	0.4	67.3333333333	14.6666666667	0.190963787674	229	50	0.106382978723	134.166666667	29.1666666667	0.0418165179593	81	18	0.2	35.25	7.75	0.109027777778	590	123	0.0894308943089	202.75	42.0	0.0390243902439	2	0	-0.2	-0.333333333333	-0.0666666666667	-0.0459637876743	34	14	-0.0038188761593	73.2333333333	19.4333333333	0.0354674186923	0	0	0.2	24.35	4.85	0.0990818903319	-284	-57	-0.0227642276423	-33.15	-5.0	0.00863570659849	
异次元杀阵下载	90	24	0.25	73.8	16.6	0.169211229947	253	62	0.155172413793	220.6	52.4	0.111640258313	88	28	0.5	73.2	17.6	0.259841269841	242	61	0.214285714286	203.6	46.2	0.0823598750976	89	18	0.2	69.0	14.2	0.165378787879	227	49	0.111111111111	133.2	28.2	0.0596516620833	94	20	0.454545454545	80.0	16.4	0.293378726537	226	42	0.175	90.2	16.4	0.0588095238095	1	6	0.05	4.8	2.4	0.00383244206774	26	13	0.044061302682	87.4	24.2	0.0519885962302	-6	8	0.0454545454545	-6.8	1.2	-0.0335374566954	16	19	0.0392857142857	113.4	29.8	0.0235503512881	
美的电压力锅c6故障	83	19	0.428571428571	67.0	13.5	0.309437054174	241	54	0.227272727273	227.0	49.5	0.105529937052	88	21	0.357142857143	75.1666666667	17.0	0.24478680361	222	54	0.25	192.5	46.3333333333	0.114403168675	85	19	0.363636363636	72.0	15.5	0.288381939698	0	0	0	0.0	0.0	0.0	77	19	0.583333333333	67.8333333333	15.5	0.334248304585	217	52	0.222222222222	76.5	17.6666666667	0.0750237416904	-2	0	0.0649350649351	-5.0	-2.0	0.0210551144762	241	54	0.227272727273	227.0	49.5	0.105529937052	11	2	-0.22619047619	7.33333333333	1.5	-0.0894615009747	5	2	0.0277777777778	116.0	28.6666666667	0.0393794269845	
僵尸大时代	49	10	0.6	31.3333333333	7.0	0.466666666667	463	93	0.0645161290323	233.0	48.6666666667	0.0215053763441	88	25	0.428571428571	73.5714285714	18.1428571429	0.205976285251	220	58	0.225	176.857142857	41.7142857143	0.0849092696533	46	10	0.6	30.3333333333	7.0	0.466666666667	312	66	0.0151515151515	104.0	22.0	0.00505050505051	94	24	0.5	60.7142857143	13.0	0.20118688501	655	140	0.185714285714	99.5714285714	21.5714285714	0.0265306122449	3	0	0.0	1.0	0.0	0.0	151	27	0.0493646138807	129.0	26.6666666667	0.0164548712936	-6	1	-0.0714285714286	12.8571428571	5.14285714286	0.00478940024053	-435	-82	0.0392857142857	77.2857142857	20.1428571429	0.0583786574084	
100种简单扎头发图解	87	22	0.6	63.0	15.5	0.448295454545	219	56	0.339285714286	161.25	39.0	0.165350274725	86	20	0.5	78.1666666667	18.1666666667	0.410029669763	240	60	0.479166666667	225.166666667	53.1666666667	0.200384234622	86	20	0.454545454545	62.0	14.0	0.309816919192	0	0	0	0.0	0.0	0.0	91	22	0.588235294118	69.0	15.5	0.380986333928	219	46	0.521739130435	36.5	7.66666666667	0.0869565217391	1	2	0.145454545455	1.0	1.5	0.138478535354	219	56	0.339285714286	161.25	39.0	0.165350274725	-5	-2	-0.0882352941176	9.16666666667	2.66666666667	0.0290433358351	21	14	-0.0425724637681	188.666666667	45.5	0.113427712883	
怎样清理c盘	88	21	0.428571428571	52.6666666667	12.3333333333	0.333333333333	242	61	0.0816326530612	155.666666667	36.6666666667	0.049068807851	78	18	0.357142857143	62.7142857143	14.0	0.170308123249	278	66	0.0491803278689	251.571428571	59.7142857143	0.023740987657	73	15	0.428571428571	51.75	11.0	0.17619047619	0	0	0	0.0	0.0	0.0	94	21	0.4	46.6666666667	10.5	0.240964590965	605	130	0.1	100.833333333	21.6666666667	0.0166666666667	15	6	0.0	0.916666666667	1.33333333333	0.157142857143	242	61	0.0816326530612	155.666666667	36.6666666667	0.049068807851	-16	-3	-0.0428571428571	16.0476190476	3.5	-0.0706564677153	-327	-64	-0.0508196721311	150.738095238	38.0476190476	0.00707432099038	
巧克力图片	80	15	0.666666666667	57.5	10.5	0.341666666667	227	45	0.302325581395	163.75	32.5	0.110105204873	73	14	1.0	45.3333333333	8.5	0.606526806527	232	53	0.441176470588	194.666666667	37.8333333333	0.261357486284	50	11	1.0	32.75	6.5	0.53851010101	268	41	0.390243902439	67.0	10.25	0.0975609756098	41	8	0.8	25.4	4.4	0.43	651	132	0.352941176471	176.4	33.2	0.0963458110517	30	4	-0.333333333333	24.75	4.0	-0.196843434343	-41	4	-0.0879183210437	96.75	22.25	0.0125442292629	32	6	0.2	19.9333333333	4.1	0.176526806527	-419	-79	0.0882352941176	18.2666666667	4.63333333333	0.165011675233	
景颇歌曲56视频	64	16	0.4	46.6	11.6	0.320357142857	260	64	0.130434782609	136.4	34.0	0.0615036231884	56	13	0.4	47.0	11.6	0.349743589744	197	46	0.170731707317	133.6	32.8	0.10568784344	93	19	0.428571428571	59.8333333333	12.8333333333	0.289422273633	219	52	0.5	108.0	22.6666666667	0.124188682116	93	20	0.307692307692	66.0	15.75	0.250169683258	212	42	0.375	115.0	22.75	0.135852206736	-29	-3	-0.0285714285714	-13.2333333333	-1.23333333333	0.0309348692243	41	12	-0.369565217391	28.4	11.3333333333	-0.0626850589271	-37	-7	0.0923076923077	-19.0	-4.15	0.0995739064857	-15	4	-0.204268292683	18.6	10.05	-0.0301643632967	
LOL比赛视频	86	19	0.428571428571	63.2	13.0	0.302057226399	184	34	0.36	124.4	24.8	0.185758912656	93	20	0.5	73.2	16.4	0.374603174603	295	66	0.102564102564	128.6	27.6	0.0568764568765	81	16	0.5	53.0	10.8	0.277579365079	200	31	0.0322580645161	40.0	6.2	0.00645161290323	84	16	0.1875	56.6	11.6	0.110119047619	691	139	0.136690647482	138.2	27.8	0.0273381294964	5	3	-0.0714285714286	10.2	2.2	0.02447786132	-16	3	0.327741935484	84.4	18.6	0.179307299753	9	4	0.3125	16.6	4.8	0.264484126984	-396	-73	-0.0341265449179	-9.6	-0.2	0.0295383273801	
韩雪的老公	89	20	0.6	53.5	10.75	0.400324675325	267	60	0.195652173913	182.0	39.75	0.123598578069	91	18	0.25	84.5	16.5	0.159586056645	227	58	0.18	208.5	50.3333333333	0.096312355103	93	22	0.6	68.0	15.0	0.364983164983	318	52	0.461538461538	186.0	34.0	0.220512820513	86	18	0.357142857143	61.2857142857	12.4285714286	0.213123582766	659	139	0.230215827338	127.428571429	27.2857142857	0.0411297335758	-4	-2	0.0	-14.5	-4.25	0.0353415103415	-51	8	-0.265886287625	-4.0	5.75	-0.0969142424434	5	0	-0.107142857143	23.2142857143	4.07142857143	-0.0535375261216	-432	-81	-0.0502158273381	81.0714285714	23.0476190476	0.0551826215272	
福建一带一路龙头股	89	19	0.571428571429	70.4	14.0	0.348771929825	245	55	0.290909090909	227.0	49.2	0.104001216175	83	17	0.333333333333	72.8	14.4	0.258284313725	229	55	0.177777777778	214.8	50.0	0.111724603899	94	20	0.411764705882	72.1666666667	14.5	0.223883237506	537	107	0.0934579439252	194.166666667	38.0	0.0378200377206	95	20	0.4	78.75	15.0	0.356985294118	240	49	0.333333333333	119.25	22.75	0.12925170068	-5	-1	0.159663865546	-1.76666666667	-0.5	0.124888692319	-292	-52	0.197451146984	32.8333333333	11.2	0.0661811784545	-12	-3	-0.0666666666667	-5.95	-0.6	-0.0987009803922	-11	6	-0.155555555556	95.55	27.25	-0.0175270967818	
扇子舞红红的线	88	18	0.3	78.5	15.5	0.204901960784	132	40	0.1	94.25	27.5	0.0625	92	21	0.230769230769	82.1666666667	17.3333333333	0.141107041107	194	45	0.153846153846	119.833333333	30.1666666667	0.0691337043663	92	20	0.428571428571	73.75	14.75	0.239880952381	0	0	0	0.0	0.0	0.0	94	19	0.230769230769	81.0	16.0	0.199243702204	228	45	0.136363636364	111.0	21.8333333333	0.0536796536797	-4	-2	-0.128571428571	4.75	0.75	-0.0349789915966	132	40	0.1	94.25	27.5	0.0625	-2	2	0.0	1.16666666667	1.33333333333	-0.0581366610972	-34	0	0.0174825174825	8.83333333333	8.33333333333	0.0154540506866	
小米note双通	78	20	0.333333333333	63.0	15.75	0.209375	227	60	0.116666666667	189.75	46.5	0.0801671607378	80	20	0.294117647059	69.0	16.1666666667	0.158489304813	225	52	0.170731707317	210.833333333	47.3333333333	0.0864344161946	80	20	0.333333333333	62.0	15.2	0.234545454545	0	0	0	0.0	0.0	0.0	86	22	0.428571428571	59.25	14.25	0.271442099567	0	0	0	0.0	0.0	0.0	-2	0	0.0	1.0	0.55	-0.0251704545455	227	60	0.116666666667	189.75	46.5	0.0801671607378	-6	-2	-0.134453781513	9.75	1.91666666667	-0.112952794754	225	52	0.170731707317	210.833333333	47.3333333333	0.0864344161946	
qq分组简单2个分组	87	22	0.545454545455	59.6	14.6	0.422744755245	203	84	0.342857142857	187.4	51.0	0.226924863754	82	22	0.590909090909	66.0	16.6	0.465906023801	224	62	0.416666666667	206.0	49.6	0.256852937982	72	17	0.909090909091	55.0	13.1666666667	0.553312537136	222	52	0.25	99.6666666667	23.1666666667	0.100961538462	87	20	0.5625	71.25	16.75	0.451041666667	228	64	0.333333333333	206.25	50.5	0.193502134897	15	5	-0.363636363636	4.6	1.43333333333	-0.130567781891	-19	32	0.0928571428571	87.7333333333	27.8333333333	0.125963325293	-5	2	0.0284090909091	-5.25	-0.15	0.0148643571341	-4	-2	0.0833333333333	-0.25	-0.9	0.0633508030855	
创维电视软件下载工具	86	17	0.428571428571	70.25	14.0	0.318907563025	238	52	0.326086956522	216.5	45.0	0.18863809684	92	19	0.470588235294	80.0	15.5	0.328442448218	224	53	0.422222222222	200.333333333	46.1666666667	0.190022830753	91	18	0.428571428571	75.2	14.6	0.291998850822	0	0	0	0.0	0.0	0.0	92	19	0.307692307692	78.6	15.6	0.216290314433	0	0	0	0.0	0.0	0.0	-5	-1	0.0	-4.95	-0.6	0.0269087122028	238	52	0.326086956522	216.5	45.0	0.18863809684	0	0	0.162895927602	1.4	-0.1	0.112152133785	224	53	0.422222222222	200.333333333	46.1666666667	0.190022830753	
威虎山电影	69	15	0.25	47.0	9.33333333333	0.164814814815	463	89	0.0449438202247	389.0	84.0	0.0239902824172	89	17	0.333333333333	68.5714285714	13.1428571429	0.17679956598	249	50	0.131578947368	161.714285714	33.0	0.0679989217086	91	20	0.333333333333	61.6666666667	12.3333333333	0.221717171717	0	0	0	0.0	0.0	0.0	96	19	0.25	56.8571428571	10.7142857143	0.167806973728	678	134	0.10447761194	96.8571428571	19.1428571429	0.0149253731343	-22	-5	-0.0833333333333	-14.6666666667	-3.0	-0.0569023569024	463	89	0.0449438202247	389.0	84.0	0.0239902824172	-7	-2	0.0833333333333	11.7142857143	2.42857142857	0.00899259225221	-429	-84	0.0271013354281	64.8571428571	13.8571428571	0.0530735485743	
让我难忘的一件事400字	80	22	0.777777777778	54.0	14.3333333333	0.65646043771	226	61	0.384615384615	216.5	56.6666666667	0.295100478382	77	19	0.736842105263	48.25	12.25	0.640460526316	315	76	0.37037037037	266.0	64.5	0.272329762416	64	17	0.727272727273	46.6	12.4	0.600178253119	240	58	0.345454545455	144.0	34.0	0.156205246659	95	25	0.727272727273	62.0	16.0	0.491454545455	690	156	0.392156862745	311.2	71.4	0.288435876828	16	5	0.0505050505051	7.4	1.93333333333	0.056282184591	-14	3	0.0391608391608	72.5	22.6666666667	0.138895231723	-18	-6	0.00956937799043	-13.75	-3.75	0.149005980861	-375	-80	-0.0217864923747	-45.2	-6.9	-0.0161061144118	
奥拉星秒杀辅助	90	19	0.5	80.4	17.6	0.332046783626	220	56	0.176470588235	199.0	48.6	0.114679611394	91	20	0.5	84.6	17.8	0.366503267974	206	53	0.270833333333	189.8	47.0	0.125075242654	94	21	0.5	74.8333333333	16.3333333333	0.365131578947	232	49	0.159090909091	77.1666666667	15.5	0.0469233147805	86	18	0.4	75.25	15.25	0.326923076923	0	0	0	0.0	0.0	0.0	-4	-2	0.0	5.56666666667	1.26666666667	-0.0330847953216	-12	7	0.0173796791444	121.833333333	33.1	0.0677562966138	5	2	0.1	9.35	2.55	0.0395801910508	206	53	0.270833333333	189.8	47.0	0.125075242654	
护士节活动方案	49	9	0.6	40.2	7.2	0.47753968254	231	51	0.232558139535	215.4	44.4	0.129462711983	70	13	0.666666666667	45.0	7.8	0.405769230769	253	55	0.218181818182	221.6	45.0	0.104866008754	69	12	0.6	46.25	8.75	0.4	183	30	0.0666666666667	45.75	7.5	0.0166666666667	63	12	0.5	38.8333333333	7.16666666667	0.335317460317	621	124	0.161290322581	173.5	34.3333333333	0.0672059352224	-20	-3	0.0	-6.05	-1.55	0.0775396825397	48	21	0.165891472868	169.65	36.9	0.112796045317	7	1	0.166666666667	6.16666666667	0.633333333333	0.0704517704518	-368	-69	0.0568914956012	48.1	10.6666666667	0.0376600735312	
我的世界手机版存档	50	12	0.7	45.0	10.6666666667	0.6	173	47	0.0851063829787	57.6666666667	15.6666666667	0.0283687943262	92	24	0.666666666667	72.2857142857	16.0	0.516130694702	266	68	0.413043478261	158.714285714	38.2857142857	0.158777028598	67	15	0.8	53.6666666667	12.6666666667	0.620512820513	0	0	0	0.0	0.0	0.0	86	19	0.666666666667	57.4285714286	12.8571428571	0.445291800931	728	163	0.300613496933	131.571428571	28.5714285714	0.0661108084421	-17	-3	-0.1	-8.66666666667	-2.0	-0.0205128205128	173	47	0.0851063829787	57.6666666667	15.6666666667	0.0283687943262	6	5	0.0	14.8571428571	3.14285714286	0.0708388937712	-462	-95	0.112429981328	27.1428571429	9.71428571429	0.0926662201559	
春天的田野作文	65	15	0.8	36.1666666667	8.5	0.556439393939	227	58	0.230769230769	218.833333333	53.8333333333	0.170345459139	53	14	0.571428571429	39.0	9.5	0.419146825397	220	53	0.22641509434	164.25	37.75	0.107853773585	56	13	0.8	36.6666666667	7.66666666667	0.569230769231	583	151	0.476821192053	255.333333333	63.3333333333	0.21876945718	80	19	0.5	54.4285714286	13.4285714286	0.409332321445	240	53	0.326086956522	196.428571429	41.8571428571	0.179214697174	9	2	0.0	-0.5	0.833333333333	-0.0127913752914	-356	-93	-0.246051961284	-36.5	-9.5	-0.0484239980415	-27	-5	0.0714285714286	-15.4285714286	-3.92857142857	0.0098145039515	-20	0	-0.0996718621821	-32.1785714286	-4.10714285714	-0.0713609235895	
电脑赚钱软件	57	11	0.3	51.25	9.75	0.207954545455	222	53	0.047619047619	159.25	35.25	0.0322082893863	94	23	0.4	81.0	18.6666666667	0.23808373591	250	58	0.173076923077	193.5	41.1666666667	0.127022608687	86	19	0.428571428571	66.2	12.8	0.283130553657	218	43	0.093023255814	43.6	8.6	0.0186046511628	92	19	0.277777777778	62.4	13.4	0.192105263158	866	178	0.325842696629	173.2	35.6	0.0651685393258	-29	-8	-0.128571428571	-14.95	-3.05	-0.0751760082023	4	10	-0.0454042081949	115.65	26.65	0.0136036382235	2	4	0.122222222222	18.6	5.26666666667	0.0459784727519	-616	-120	-0.152765773552	20.3	5.56666666667	0.061854069361	
发箍怎么戴好看	73	16	0.5	47.0	10.0	0.395833333333	225	54	0.125	146.0	34.0	0.0725308641975	91	19	0.5	63.8571428571	13.5714285714	0.27622417388	237	58	0.137254901961	193.142857143	45.0	0.0811154151128	73	16	0.571428571429	47.25	10.5	0.39165521978	0	0	0	0.0	0.0	0.0	94	22	0.615384615385	60.3333333333	13.0	0.274979432332	522	106	0.22641509434	126.5	25.8333333333	0.0547426517777	0	0	-0.0714285714286	-0.25	-0.5	0.00417811355311	225	54	0.125	146.0	34.0	0.0725308641975	-3	-3	-0.115384615385	3.52380952381	0.571428571429	0.0012447415477	-285	-48	-0.0891601923788	66.6428571429	19.1666666667	0.0263727633351	
怪物大师炎龙图片	91	19	0.75	71.2	15.2	0.350952607764	210	55	0.422222222222	143.8	35.2	0.142828282828	86	17	0.461538461538	58.8	12.0	0.327614738203	253	60	0.1	216.4	50.0	0.0586794717887	94	18	0.833333333333	66.75	13.75	0.396367521368	297	55	0.363636363636	123.75	24.0	0.121396895787	96	21	0.470588235294	78.6666666667	16.1666666667	0.321608760463	235	50	0.348837209302	77.5	15.5	0.0914728682171	-3	1	-0.0833333333333	4.45	1.45	-0.0454149136038	-87	0	0.0585858585859	20.05	11.2	0.0214313870411	-10	-4	-0.00904977375566	-19.8666666667	-4.16666666667	0.00600597773972	18	10	-0.248837209302	138.9	34.5	-0.0327933964283	
梦幻西游月卡	89	19	0.5	50.0	11.25	0.402631578947	232	63	0.222222222222	165.5	41.5	0.103741496599	88	22	0.4375	75.5	18.1666666667	0.32300043223	228	57	0.395833333333	211.0	52.1666666667	0.206524528915	92	23	0.5	61.5	14.75	0.386956521739	969	214	0.168224299065	242.25	53.5	0.0420560747664	95	21	0.666666666667	49.8	11.4	0.342261904762	529	169	0.153846153846	105.8	33.8	0.0307692307692	-3	-4	0.0	-11.5	-3.5	0.0156750572082	-737	-151	0.0539979231568	-76.75	-12.0	0.0616854218323	-7	1	-0.229166666667	25.7	6.76666666667	-0.0192614725316	-301	-112	0.241987179487	105.2	18.3666666667	0.175755298146	
石景山游乐园	42	5	0.333333333333	30.6666666667	3.66666666667	0.288888888889	322	61	0.0526315789474	183.333333333	33.0	0.0230083405234	91	17	0.222222222222	71.2857142857	11.8571428571	0.139848503504	271	62	0.0851063829787	200.0	39.1428571429	0.0345009007468	42	5	0.333333333333	30.6666666667	3.66666666667	0.288888888889	356	40	0.225	198.0	26.0	0.0925438596491	95	17	0.153846153846	49.8333333333	8.66666666667	0.0465560583208	612	132	0.0530303030303	112.166666667	24.1666666667	0.00883838383838	0	0	0.0	0.0	0.0	0.0	-34	21	-0.172368421053	-14.6666666667	7.0	-0.0695355191257	-4	0	0.0683760683761	21.4523809524	3.19047619048	0.0932924451832	-341	-70	0.0320760799484	87.8333333333	14.9761904762	0.0256625169084	
2015最新说说	76	19	0.857142857143	47.0	11.2	0.605847953216	242	62	0.641509433962	217.0	56.4	0.283655169416	80	23	1.22222222222	47.0	12.0	0.881090407177	227	57	0.210526315789	168.6	41.8	0.10927982529	62	16	1.22222222222	47.5	11.75	0.743055555556	1370	369	0.744186046512	386.75	103.0	0.191466565828	86	24	1.0	38.1666666667	9.66666666667	0.693452380952	548	127	0.702702702703	232.166666667	54.6666666667	0.290321441917	14	3	-0.365079365079	-0.5	-0.55	-0.137207602339	-1128	-307	-0.102676612549	-169.75	-46.6	0.0921886035871	-6	-1	0.222222222222	8.83333333333	2.33333333333	0.187638026225	-321	-70	-0.492176386913	-63.5666666667	-12.8666666667	-0.181041616627	
名词解释	48	10	0.333333333333	28.5	5.25	0.208333333333	222	51	0.04	194.5	42.5	0.0158139534884	93	19	1.0	32.3333333333	6.0	0.444883040936	224	50	0.0769230769231	209.5	46.8333333333	0.0335151381884	96	20	1.0	34.0	6.0	0.426666666667	241	51	0.0975609756098	138.4	28.2	0.023593827775	92	20	0.166666666667	42.4	8.4	0.0766666666667	609	119	0.0504201680672	217.0	43.0	0.0100840336134	-48	-10	-0.666666666667	-5.5	-0.75	-0.218333333333	-19	0	-0.0575609756098	56.1	14.3	-0.00777987428664	1	-1	0.833333333333	-10.0666666667	-2.4	0.368216374269	-385	-69	0.0265029088559	-7.5	3.83333333333	0.0234311045749	
