query	baidu_reciprocal_of_the_rank_of_the_first_vertical_result	baidu_position_y_of_the_first_vertical_result	baidu_height_of_the_first_vertical_result	baidu_reciprocal_of_the_rank_of_the_first_result_with_image	baidu_position_y_of_the_first_result_with_image	baidu_height_of_the_first_result_with_image	baidu_fraction_of_vertical_results_first_screen	baidu_area_fraction_of_vertical_result_first_screen	baidu_fraction_of_results_with_images_first_screen	baidu_area_fraction_of_results_with_images_first_screen	baidu_number_of_images_first_screen	baidu_area_fraction_of_images_first_screen	baidu_number_of_vertical_types_first_screen	baidu_had_encyclopedia_first_screen	baidu_had_gps_map_first_screen	baidu_had_forum_first_screen	baidu_had_experience_first_screen	baidu_fraction_of_vertical_results_other_screens	baidu_area_fraction_of_vertical_result_other_screens	baidu_fraction_of_results_with_images_other_screens	baidu_area_fraction_of_results_with_images_other_screens	baidu_number_of_images_other_screens	baidu_area_fraction_of_images_other_screens	baidu_number_of_vertical_types_other_screens	baidu_had_encyclopedia_other_screens	baidu_had_gps_map_other_screens	baidu_had_forum_other_screens	baidu_had_experience_other_screens	sogou_reciprocal_of_the_rank_of_the_first_vertical_result	sogou_position_y_of_the_first_vertical_result	sogou_height_of_the_first_vertical_result	sogou_reciprocal_of_the_rank_of_the_first_result_with_image	sogou_position_y_of_the_first_result_with_image	sogou_height_of_the_first_result_with_image	sogou_fraction_of_vertical_results_first_screen	sogou_area_fraction_of_vertical_result_first_screen	sogou_fraction_of_results_with_images_first_screen	sogou_area_fraction_of_results_with_images_first_screen	sogou_number_of_images_first_screen	sogou_area_fraction_of_images_first_screen	sogou_number_of_vertical_types_first_screen	sogou_had_encyclopedia_first_screen	sogou_had_gps_map_first_screen	sogou_had_forum_first_screen	sogou_had_experience_first_screen	sogou_fraction_of_vertical_results_other_screens	sogou_area_fraction_of_vertical_result_other_screens	sogou_fraction_of_results_with_images_other_screens	sogou_area_fraction_of_results_with_images_other_screens	sogou_number_of_images_other_screens	sogou_area_fraction_of_images_other_screens	sogou_number_of_vertical_types_other_screens	sogou_had_encyclopedia_other_screens	sogou_had_gps_map_other_screens	sogou_had_forum_other_screens	sogou_had_experience_other_screens	delta_reciprocal_of_the_rank_of_the_first_vertical_result	delta_position_y_of_the_first_vertical_result	delta_height_of_the_first_vertical_result	delta_reciprocal_of_the_rank_of_the_first_result_with_image	delta_position_y_of_the_first_result_with_image	delta_height_of_the_first_result_with_image	delta_fraction_of_vertical_results_first_screen	delta_area_fraction_of_vertical_result_first_screen	delta_fraction_of_results_with_images_first_screen	delta_area_fraction_of_results_with_images_first_screen	delta_number_of_images_first_screen	delta_area_fraction_of_images_first_screen	delta_number_of_vertical_types_first_screen	delta_had_encyclopedia_first_screen	delta_had_gps_map_first_screen	delta_had_forum_first_screen	delta_had_experience_first_screen	delta_fraction_of_vertical_results_other_screens	delta_area_fraction_of_vertical_result_other_screens	delta_fraction_of_results_with_images_other_screens	delta_area_fraction_of_results_with_images_other_screens	delta_number_of_images_other_screens	delta_area_fraction_of_images_other_screens	delta_number_of_vertical_types_other_screens	delta_had_encyclopedia_other_screens	delta_had_gps_map_other_screens	delta_had_forum_other_screens	delta_had_experience_other_screens	
黄金价格走势图	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.666666666667	0.65130260521	2.0	0.0703116269714	3	0	0	0	0	0.857142857143	0.907407407407	0.714285714286	0.610021786492	5.0	0.0957937491395	3	1	0	0	0	1.0	5.0	105.0	0.2	516.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	0	0	0.5	0.6375	0.333333333333	0.480555555556	2.0	0.0505252525253	3	1	0	0	0	0.0	0.0	4.0	0.8	-511.0	-119.0	0.0	0.0	0.666666666667	0.65130260521	2.0	0.0703116269714	0	0	0	0	0	0.357142857143	0.269907407407	0.380952380952	0.129466230937	3.0	0.0452684966142	0	0	0	0	0	
英语歌	1.0	5.0	337.0	0.333333333333	498.0	229.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	0	0.375	0.5	0.375	0.5	3.0	0.0494311519174	2	0	0	1	0	1.0	10.0	279.0	0.5	289.0	215.0	1.0	1.0	0.666666666667	0.564742589704	9.0	0.289966635162	2	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	0.0	-5.0	58.0	-0.166666666667	209.0	14.0	0.0	0.0	-0.666666666667	-0.564742589704	-9.0	-0.289966635162	0	0	0	0	0	-0.625	-0.5	0.375	0.5	3.0	0.0494311519174	-2	0	0	0	0	
一件令我感动的事600字	0.333333333333	225.0	125.0	0	-1	0	0.4	0.474383301708	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	310.0	0.166666666667	869.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.25	0.394431554524	0.125	0.264501160093	1.0	0.0211010335372	2	0	0	1	0	-0.666666666667	220.0	-185.0	-0.166666666667	-870.0	-228.0	-0.6	-0.525616698292	0.0	0.0	0.0	0.0	-1	0	0	0	0	-0.25	-0.394431554524	-0.125	-0.264501160093	-1.0	-0.0211010335372	-2	0	0	-1	0	
cf挑战新图地狱王宫	1.0	5.0	150.0	1.0	5.0	150.0	1.0	1.0	0.666666666667	0.685714285714	4.0	0.183813064259	3	0	0	1	0	0.714285714286	0.771197846568	0.714285714286	0.771197846568	5.0	0.123199427619	3	0	0	0	0	1.0	5.0	90.0	0	-1	0	0.833333333333	0.844364937388	0.0	0.0	0.0	0.0	2	0	0	1	0	0.75	0.836185819071	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	60.0	1.0	6.0	150.0	0.166666666667	0.155635062612	0.666666666667	0.685714285714	4.0	0.183813064259	1	0	0	0	0	-0.0357142857143	-0.0649879725029	0.714285714286	0.771197846568	5.0	0.123199427619	1	0	0	-1	0	
精武门甄子丹全集	1.0	5.0	343.0	1.0	5.0	343.0	1.0	1.0	1.0	1.0	2.0	0.13222075395	2	1	0	0	0	0.875	0.903078677309	0.75	0.76054732041	6.0	0.119505919555	3	0	0	1	0	1.0	10.0	282.0	1.0	10.0	282.0	1.0	1.0	0.666666666667	0.745954692557	7.0	0.081200353045	3	0	0	0	0	0.5	0.478178368121	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	-5.0	61.0	0.0	-5.0	61.0	0.0	0.0	0.333333333333	0.254045307443	-5.0	0.0510204009048	-1	1	0	0	0	0.375	0.424900309188	0.75	0.76054732041	6.0	0.119505919555	1	0	0	1	0	
kate眉粉	1.0	5.0	259.0	1.0	5.0	259.0	1.0	1.0	1.0	1.0	9.0	0.397501340879	2	0	0	0	0	1.0	1.0	0.833333333333	0.792973651192	9.0	0.197350193337	3	0	0	1	0	1.0	5.0	112.0	0.333333333333	253.0	396.0	1.0	1.0	0.333333333333	0.638709677419	4.0	0.192187683284	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	147.0	0.666666666667	-248.0	-137.0	0.0	0.0	0.666666666667	0.361290322581	5.0	0.205313657595	0	0	0	-1	0	0.0	0.0	0.833333333333	0.792973651192	9.0	0.197350193337	1	0	0	0	0	
冰河世纪3国语版	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	1.0	1.0	4.0	0.156867951642	2	0	0	0	0	0.833333333333	0.886058981233	0.833333333333	0.886058981233	8.0	0.205009119268	2	0	0	0	0	0.333333333333	205.0	244.0	0	-1	0	0.5	0.657480314961	0.0	0.0	0.0	0.0	2	0	0	0	0	0.2	0.278008298755	0.0	0.0	0.0	0.0	1	0	0	0	0	0.666666666667	-200.0	-115.0	1.0	6.0	129.0	0.5	0.342519685039	1.0	1.0	4.0	0.156867951642	0	0	0	0	0	0.633333333333	0.608050682478	0.833333333333	0.886058981233	8.0	0.205009119268	1	0	0	0	0	
刀剑神域1	1.0	5.0	343.0	1.0	5.0	343.0	1.0	1.0	1.0	1.0	3.0	0.136175613143	3	1	0	0	0	1.0	1.0	1.0	1.0	7.0	0.127944666088	3	0	0	1	0	1.0	5.0	146.0	1.0	5.0	146.0	1.0	1.0	0.5	0.527938342967	2.0	0.0917989139954	2	0	0	0	0	0.833333333333	0.876244665718	0.333333333333	0.492176386913	2.0	0.0517470580628	2	0	0	0	0	0.0	0.0	197.0	0.0	0.0	197.0	0.0	0.0	0.5	0.472061657033	1.0	0.044376699148	1	1	0	0	0	0.166666666667	0.123755334282	0.666666666667	0.507823613087	5.0	0.0761976080249	1	0	0	1	0	
深海里的星星漫画	1.0	5.0	110.0	1.0	5.0	110.0	0.75	0.818376068376	0.75	0.818376068376	3.0	0.139365487878	2	1	0	0	0	0.333333333333	0.432387312187	0.166666666667	0.181969949917	1.0	0.0281603167609	2	0	0	1	0	1.0	5.0	90.0	0.5	107.0	307.0	0.75	0.848432055749	0.25	0.534843205575	5.0	0.177763699715	2	0	0	0	0	0.833333333333	0.897163120567	0.333333333333	0.304964539007	2.0	0.0430002149151	3	0	0	1	0	0.0	0.0	20.0	0.5	-102.0	-197.0	0.0	-0.0300559873731	0.5	0.283532862801	-2.0	-0.0383982118364	0	1	0	0	0	-0.5	-0.46477580838	-0.166666666667	-0.122994589091	-1.0	-0.0148398981542	-1	0	0	0	0	
dnf天行者	1.0	5.0	233.0	1.0	5.0	233.0	1.0	1.0	1.0	1.0	8.0	0.321149785115	3	0	0	1	0	0.428571428571	0.476327116212	0.285714285714	0.319942611191	2.0	0.0484018070008	3	1	0	0	0	1.0	5.0	90.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	0.8	0.850258175559	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	143.0	1.0	6.0	233.0	0.0	0.0	1.0	1.0	8.0	0.321149785115	-1	0	0	0	0	-0.371428571429	-0.373931059347	0.285714285714	0.319942611191	2.0	0.0484018070008	1	1	0	-1	0	
safe+and+sound+吉他谱	1.0	5.0	254.0	1.0	5.0	254.0	0.75	0.847122302158	0.5	0.652877697842	7.0	0.339887940948	3	0	0	0	0	0.166666666667	0.196043165468	0.166666666667	0.196043165468	1.0	0.0303381829852	1	0	0	0	0	0.25	285.0	112.0	0	-1	0	0.5	0.547842401501	0.0	0.0	0.0	0.0	3	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.75	-280.0	142.0	1.0	6.0	254.0	0.25	0.299279900657	0.5	0.652877697842	7.0	0.339887940948	0	0	0	-1	0	-0.833333333333	-0.803956834532	0.166666666667	0.196043165468	1.0	0.0303381829852	-2	0	0	-1	0	
呼噜小精灵3	1.0	5.0	194.0	1.0	5.0	194.0	1.0	1.0	1.0	1.0	4.0	0.17474191899	3	0	0	0	0	0.666666666667	0.729299363057	0.5	0.562101910828	3.0	0.092039992423	4	0	0	1	0	1.0	5.0	146.0	1.0	5.0	146.0	1.0	1.0	0.75	0.79746835443	3.0	0.137096827223	3	0	0	0	0	0.666666666667	0.749279538905	0.333333333333	0.466858789625	2.0	0.052418129421	3	0	0	0	0	0.0	0.0	48.0	0.0	0.0	48.0	0.0	0.0	0.25	0.20253164557	1.0	0.0376450917661	0	0	0	0	0	0.0	-0.0199801758476	0.166666666667	0.0952431212027	1.0	0.039621863002	1	0	0	1	0	
鸡爪的做法大全	1.0	5.0	279.0	1.0	5.0	279.0	1.0	1.0	1.0	1.0	9.0	0.36450563935	1	0	0	0	0	1.0	1.0	1.0	1.0	11.0	0.203221193286	3	0	0	0	1	1.0	5.0	215.0	1.0	5.0	215.0	1.0	1.0	0.5	0.649122807018	2.0	0.0654545454545	2	0	0	0	0	1.0	1.0	0.5	0.600508905852	3.0	0.103812167476	5	0	0	1	1	0.0	0.0	64.0	0.0	0.0	64.0	0.0	0.0	0.5	0.350877192982	7.0	0.299051093895	-1	0	0	0	0	0.0	0.0	0.5	0.399491094148	8.0	0.0994090258101	-2	0	0	-1	0	
花样男子动漫	1.0	5.0	342.0	1.0	5.0	342.0	1.0	1.0	0.666666666667	0.727419354839	2.0	0.085609785346	3	1	0	0	0	0.857142857143	0.90252293578	0.714285714286	0.80504587156	5.0	0.093493144845	4	0	0	1	0	1.0	5.0	376.0	1.0	5.0	376.0	1.0	1.0	0.333333333333	0.625623960067	2.0	0.0661806080774	2	0	0	0	0	0.714285714286	0.77806122449	0.142857142857	0.290816326531	1.0	0.0232003710575	3	0	0	0	0	0.0	0.0	-34.0	0.0	0.0	-34.0	0.0	0.0	0.333333333333	0.101795394772	0.0	0.0194291772685	1	1	0	0	0	0.142857142857	0.12446171129	0.571428571429	0.514229545029	4.0	0.0702927737875	1	0	0	1	0	
思维导图图片	1.0	5.0	154.0	1.0	5.0	154.0	0.8	0.854948805461	0.8	0.854948805461	5.0	0.187415151554	4	1	0	1	0	1.0	1.0	1.0	1.0	8.0	0.221263502527	2	0	0	0	1	1.0	5.0	333.0	1.0	5.0	333.0	1.0	1.0	0.333333333333	0.622429906542	6.0	0.425998300765	3	0	0	1	0	0.857142857143	0.903225806452	0.142857142857	0.25361512792	1.0	0.0202325816564	5	0	0	1	1	0.0	0.0	-179.0	0.0	0.0	-179.0	-0.2	-0.145051194539	0.466666666667	0.232518898919	-1.0	-0.238583149211	1	1	0	0	0	0.142857142857	0.0967741935484	0.857142857143	0.74638487208	7.0	0.20103092087	-3	0	0	-1	0	
武林风4月4日	1.0	5.0	167.0	1.0	5.0	167.0	0.6	0.69964664311	0.6	0.69964664311	3.0	0.0929827787776	3	0	0	0	0	0.6	0.642105263158	0.4	0.463157894737	2.0	0.0710232831149	3	0	0	0	0	1.0	5.0	92.0	0.25	415.0	228.0	1.0	1.0	0.25	0.386440677966	1.0	0.0308289676425	3	0	0	1	0	0.666666666667	0.722929936306	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	75.0	0.75	-410.0	-61.0	-0.4	-0.30035335689	0.35	0.313205965143	2.0	0.062153811135	0	0	0	-1	0	-0.0666666666667	-0.0808246731478	0.4	0.463157894737	2.0	0.0710232831149	1	0	0	-1	0	
易语言dll注入器源码	0.333333333333	203.0	107.0	0.25	324.0	149.0	0.6	0.683426443203	0.4	0.48417132216	2.0	0.0628232020103	1	0	0	1	0	0.4	0.478342749529	0.2	0.20527306968	1.0	0.0317665343499	2	0	0	1	0	1.0	5.0	98.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.666666666667	0.691489361702	0.0	0.0	0.0	0.0	4	0	0	1	0	-0.666666666667	198.0	9.0	0.25	325.0	149.0	-0.4	-0.316573556797	0.4	0.48417132216	2.0	0.0628232020103	-1	0	0	0	0	-0.266666666667	-0.213146612173	0.2	0.20527306968	1.0	0.0317665343499	-2	0	0	0	0	
我的世界怎么遥控	1.0	5.0	89.0	0.333333333333	307.0	109.0	1.0	1.0	0.5	0.443089430894	2.0	0.0685692265845	3	0	0	1	0	0.5	0.566326530612	0.5	0.566326530612	3.0	0.0940937713375	3	0	0	0	0	1.0	5.0	90.0	0.166666666667	613.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.8	0.864274570983	0.2	0.355694227769	1.0	0.0283761168629	3	0	0	0	0	0.0	0.0	-1.0	0.166666666667	-306.0	-119.0	0.0	0.0	0.5	0.443089430894	2.0	0.0685692265845	0	0	0	0	0	-0.3	-0.297948040371	0.3	0.210632302843	2.0	0.0657176544747	0	0	0	0	0	
僵尸世界大战下载	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.8	0.8	4.0	0.124685319246	3	0	0	0	0	0.6	0.657947686117	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	0.5	105.0	90.0	0.2	411.0	173.0	0.8	0.835849056604	0.2	0.32641509434	1.0	0.0573379073756	2	0	0	0	0	0.8	0.854026845638	0.4	0.505033557047	2.0	0.0852287980476	3	0	0	0	0	0.5	-100.0	19.0	0.8	-406.0	-64.0	0.2	0.164150943396	0.6	0.47358490566	3.0	0.0673474118704	1	0	0	0	0	-0.2	-0.196079159521	0.2	0.15291412907	1.0	0.0165902949491	-2	0	0	0	0	
一个头两个大迅雷下载	1.0	5.0	291.0	0.333333333333	438.0	109.0	1.0	1.0	0.333333333333	0.212062256809	1.0	0.0328171784821	3	0	0	1	0	0.428571428571	0.560155239327	0.428571428571	0.560155239327	6.0	0.159834469094	2	0	0	0	0	0.5	105.0	138.0	0	-1	0	0.6	0.646341463415	0.0	0.0	0.0	0.0	2	0	0	1	0	0.8	0.815286624204	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	-100.0	153.0	0.333333333333	439.0	109.0	0.4	0.353658536585	0.333333333333	0.212062256809	1.0	0.0328171784821	1	0	0	0	0	-0.371428571429	-0.255131384877	0.428571428571	0.560155239327	6.0	0.159834469094	0	0	0	-1	0	
猪猪侠10	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	1.0	1.0	4.0	0.172392531533	4	1	0	0	0	1.0	1.0	0.666666666667	0.653802497162	4.0	0.0733915920148	4	0	0	1	0	1.0	5.0	349.0	1.0	5.0	349.0	1.0	1.0	1.0	1.0	2.0	0.127056774643	1	0	0	0	0	0.857142857143	0.861405197305	0.285714285714	0.385948026949	2.0	0.046754746697	2	0	0	0	0	0.0	0.0	-240.0	0.0	0.0	-240.0	0.0	0.0	0.0	0.0	2.0	0.0453357568897	3	1	0	0	0	0.142857142857	0.138594802695	0.380952380952	0.267854470213	2.0	0.0266368453178	2	0	0	1	0	
黑马股票	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	0.75	0.842300556586	3.0	0.103065017829	4	1	0	0	0	0.833333333333	0.880281690141	0.833333333333	0.880281690141	5.0	0.118788941829	3	0	0	1	0	0.5	105.0	90.0	0.333333333333	207.0	133.0	0.6	0.685352622061	0.2	0.240506329114	1.0	0.0369028439915	3	1	0	0	0	0.6	0.741071428571	0.2	0.339285714286	1.0	0.0270670995671	3	0	0	1	1	0.5	-100.0	39.0	0.666666666667	-202.0	-4.0	0.4	0.314647377939	0.55	0.601794227472	2.0	0.0661621738372	1	0	0	0	0	0.233333333333	0.139210261569	0.633333333333	0.540995975855	4.0	0.0917218422623	0	0	0	0	-1	
战地2单机地图	1.0	5.0	185.0	0.333333333333	325.0	109.0	0.4	0.514886164623	0.2	0.190893169877	1.0	0.0295412079506	2	0	0	1	0	0.6	0.612121212121	0.4	0.440404040404	2.0	0.0681536555143	3	0	0	0	0	1.0	5.0	90.0	0.125	871.0	118.0	0.8	0.849740932642	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.4	0.485714285714	4.0	0.195854545455	3	0	0	1	0	0.0	0.0	95.0	0.208333333333	-546.0	-9.0	-0.4	-0.334854768019	0.2	0.190893169877	1.0	0.0295412079506	0	0	0	0	0	-0.4	-0.387878787879	0.0	-0.0453102453102	-2.0	-0.12770088994	0	0	0	-1	0	
海贼王震震果实txt	0.5	104.0	125.0	0.25	366.0	109.0	0.6	0.668615984405	0.2	0.212475633528	1.0	0.0328811495902	3	1	0	1	0	0.8	0.841121495327	0.4	0.411214953271	2.0	0.063058055102	3	0	0	1	0	1.0	5.0	90.0	0	-1	0	0.333333333333	0.367272727273	0.0	0.0	0.0	0.0	2	0	0	1	0	0.25	0.300268096515	0.0	0.0	0.0	0.0	1	0	0	1	0	-0.5	99.0	35.0	0.25	367.0	109.0	0.266666666667	0.301343257133	0.2	0.212475633528	1.0	0.0328811495902	1	1	0	0	0	0.55	0.540853398812	0.4	0.411214953271	2.0	0.063058055102	2	0	0	0	0	
宜家装修样板间	1.0	5.0	151.0	1.0	5.0	151.0	1.0	1.0	1.0	1.0	8.0	0.319406894221	4	0	0	0	0	1.0	1.0	0.833333333333	0.83771251932	5.0	0.130355716691	2	0	0	1	0	1.0	5.0	437.0	1.0	5.0	437.0	1.0	1.0	0.5	0.795992714026	8.0	0.394343434343	2	0	0	1	0	0.625	0.702394526796	0.25	0.394526795895	2.0	0.0414802529284	2	0	0	0	0	0.0	0.0	-286.0	0.0	0.0	-286.0	0.0	0.0	0.5	0.204007285974	0.0	-0.0749365401224	2	0	0	-1	0	0.375	0.297605473204	0.583333333333	0.443185723425	3.0	0.0888754637623	0	0	0	1	0	
那时花开作文600字	1.0	5.0	125.0	0	-1	0	0.4	0.474226804124	0.0	0.0	0.0	0.0	2	0	0	1	0	0.6	0.663366336634	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	310.0	0	-1	0	0.333333333333	0.640495867769	0.0	0.0	0.0	0.0	1	0	0	0	0	0.571428571429	0.664955070603	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	-185.0	0	0	0	0.0666666666667	-0.166269063645	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0285714285714	-0.00158873396967	0.0	0.0	0.0	0.0	-1	0	0	0	0	
qq勋章墙	1.0	5.0	243.0	1.0	5.0	243.0	0.75	0.844606946984	0.75	0.844606946984	6.0	0.212983288366	2	0	0	0	1	0.833333333333	0.86963190184	0.833333333333	0.86963190184	5.0	0.140394439756	2	0	0	0	0	1.0	5.0	216.0	1.0	5.0	216.0	1.0	1.0	0.25	0.375	4.0	0.141717171717	3	0	0	1	1	1.0	1.0	0.166666666667	0.301188903567	1.0	0.0240278611745	4	1	0	0	0	0.0	0.0	27.0	0.0	0.0	27.0	-0.25	-0.155393053016	0.5	0.469606946984	2.0	0.0712661166486	-1	0	0	-1	0	-0.166666666667	-0.13036809816	0.666666666667	0.568442998274	4.0	0.116366578582	-2	-1	0	0	0	
六年级数学	1.0	5.0	169.0	1.0	5.0	169.0	0.5	0.620535714286	0.5	0.620535714286	2.0	0.107935309347	2	1	0	0	0	0.666666666667	0.782608695652	0.5	0.571611253197	3.0	0.0565108053889	3	0	0	1	0	1.0	5.0	206.0	1.0	5.0	206.0	1.0	1.0	0.25	0.352136752137	4.0	0.139536907537	4	0	0	0	0	0.833333333333	0.900911161731	0.5	0.593394077449	3.0	0.050728929385	4	0	0	1	0	0.0	0.0	-37.0	0.0	0.0	-37.0	-0.5	-0.379464285714	0.25	0.268398962149	-2.0	-0.0316015981901	-2	1	0	0	0	-0.166666666667	-0.118302466079	0.0	-0.0217828242518	0.0	0.00578187600394	-1	0	0	0	0	
机械贼卡组	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.842883548983	0.8	0.842883548983	4.0	0.124717410276	2	0	0	1	0	0.6	0.657947686117	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	1.0	5.0	90.0	0.166666666667	515.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0.8	0.866359447005	0.2	0.350230414747	1.0	0.0279402318112	3	0	0	1	0	0.0	0.0	19.0	0.833333333333	-510.0	-119.0	-0.2	-0.157116451017	0.8	0.842883548983	4.0	0.124717410276	1	0	0	1	0	-0.2	-0.208411760888	0.4	0.30771727137	2.0	0.0738788611854	-2	0	0	-1	0	
河津旅行社	1.0	5.0	313.0	1.0	5.0	313.0	0.25	0.551056338028	0.25	0.551056338028	1.0	0.00339022985497	1	0	1	0	0	0.166666666667	0.198113207547	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	326.0	1.0	5.0	326.0	0.333333333333	0.603703703704	0.333333333333	0.603703703704	1.0	0.198518518519	1	0	1	0	0	0.428571428571	0.588294651867	0.285714285714	0.406659939455	2.0	0.0265902210806	3	0	0	1	0	0.0	0.0	-13.0	0.0	0.0	-13.0	-0.0833333333333	-0.0526473656755	-0.0833333333333	-0.0526473656755	0.0	-0.195128288664	0	0	0	0	0	-0.261904761905	-0.39018144432	-0.285714285714	-0.406659939455	-2.0	-0.0265902210806	-2	0	0	0	0	
变形计2014年全集杨桐	0.5	104.0	210.0	0.5	104.0	210.0	0.4	0.564102564103	0.4	0.564102564103	5.0	0.17492771582	1	0	0	0	0	1.0	1.0	1.0	1.0	5.0	0.15475256642	1	0	0	0	0	1.0	5.0	135.0	0.5	152.0	206.0	0.75	0.840659340659	0.25	0.377289377289	4.0	0.149503829504	1	0	0	0	0	0.833333333333	0.877808988764	0.166666666667	0.24297752809	1.0	0.0426813074566	1	0	0	0	0	-0.5	99.0	75.0	0.0	-48.0	4.0	-0.35	-0.276556776557	0.15	0.186813186813	1.0	0.0254238863161	0	0	0	0	0	0.166666666667	0.122191011236	0.833333333333	0.75702247191	4.0	0.112071258963	0	0	0	0	0	
武汉地铁规划图	1.0	5.0	236.0	1.0	5.0	236.0	0.5	0.669902912621	0.5	0.669902912621	6.0	0.368715487061	2	0	0	0	0	0.833333333333	0.880450070323	0.833333333333	0.880450070323	5.0	0.123683068509	3	0	0	0	0	1.0	5.0	306.0	1.0	5.0	306.0	1.0	1.0	0.5	0.67731629393	9.0	0.349799593378	3	0	0	1	0	1.0	1.0	0.333333333333	0.424019607843	2.0	0.0445811051693	4	0	0	1	0	0.0	0.0	-70.0	0.0	0.0	-70.0	-0.5	-0.330097087379	0.0	-0.00741338130835	-3.0	0.0189158936832	-1	0	0	-1	0	-0.166666666667	-0.119549929677	0.5	0.45643046248	3.0	0.0791019633399	-1	0	0	-1	0	
葫芦娃找爷爷	1.0	5.0	120.0	1.0	5.0	120.0	1.0	1.0	1.0	1.0	5.0	0.161441225258	3	0	0	0	0	1.0	1.0	1.0	1.0	5.0	0.158643283746	3	1	0	0	0	1.0	5.0	354.0	1.0	5.0	354.0	1.0	1.0	1.0	1.0	8.0	0.193552859619	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	3	1	0	1	0	0.0	0.0	-234.0	0.0	0.0	-234.0	0.0	0.0	0.0	0.0	-3.0	-0.0321116343609	2	0	0	0	0	0.0	0.0	1.0	1.0	5.0	0.158643283746	0	0	0	-1	0	
高梓淇	1.0	5.0	169.0	1.0	5.0	169.0	1.0	1.0	1.0	1.0	7.0	0.292878489686	3	1	0	0	0	1.0	1.0	1.0	1.0	11.0	0.202874469603	4	0	0	1	0	1.0	13.0	180.0	1.0	13.0	180.0	1.0	1.0	1.0	1.0	10.0	0.466045593748	2	1	0	0	0	1.0	1.0	0.5	0.559125085441	9.0	0.103900362631	4	0	0	1	0	0.0	-8.0	-11.0	0.0	-8.0	-11.0	0.0	0.0	0.0	0.0	-3.0	-0.173167104063	1	0	0	0	0	0.0	0.0	0.5	0.440874914559	2.0	0.0989741069718	0	0	0	0	0	
仙路争锋	1.0	5.0	131.0	0.333333333333	338.0	134.0	1.0	1.0	0.5	0.498355263158	2.0	0.0795312805713	3	1	0	1	0	0.5	0.580592105263	0.166666666667	0.220394736842	1.0	0.033662076893	2	0	0	0	0	1.0	5.0	151.0	1.0	5.0	151.0	1.0	1.0	1.0	1.0	3.0	0.0567729083665	1	0	0	0	0	0.75	0.852791878173	0.375	0.439086294416	3.0	0.0564866943547	5	0	0	1	0	0.0	0.0	-20.0	-0.666666666667	333.0	-17.0	0.0	0.0	-0.5	-0.501644736842	-1.0	0.0227583722048	2	1	0	1	0	-0.25	-0.272199772909	-0.208333333333	-0.218691557574	-2.0	-0.0228246174617	-3	0	0	-1	0	
清明资料	1.0	5.0	173.0	1.0	5.0	173.0	0.4	0.55497382199	0.2	0.301919720768	1.0	0.0549511149172	2	1	0	1	0	0.6	0.679849340866	0.6	0.679849340866	3.0	0.159613270885	2	0	0	0	0	1.0	5.0	112.0	0.166666666667	604.0	228.0	0.8	0.838289962825	0.0	0.0	0.0	0.0	3	1	0	1	0	0.4	0.608695652174	0.2	0.341829085457	1.0	0.027270001363	2	0	0	0	0	0.0	0.0	61.0	0.833333333333	-599.0	-55.0	-0.4	-0.283316140836	0.2	0.301919720768	1.0	0.0549511149172	-1	0	0	0	0	0.2	0.0711536886924	0.4	0.338020255409	2.0	0.132343269522	0	0	0	0	0	
