query	baidu_reciprocal_of_the_rank_of_the_first_vertical_result	baidu_position_y_of_the_first_vertical_result	baidu_height_of_the_first_vertical_result	baidu_reciprocal_of_the_rank_of_the_first_result_with_image	baidu_position_y_of_the_first_result_with_image	baidu_height_of_the_first_result_with_image	baidu_fraction_of_vertical_results_first_screen	baidu_area_fraction_of_vertical_result_first_screen	baidu_fraction_of_results_with_images_first_screen	baidu_area_fraction_of_results_with_images_first_screen	baidu_number_of_images_first_screen	baidu_area_fraction_of_images_first_screen	baidu_number_of_vertical_types_first_screen	baidu_had_encyclopedia_first_screen	baidu_had_gps_map_first_screen	baidu_had_forum_first_screen	baidu_had_experience_first_screen	baidu_fraction_of_vertical_results_other_screens	baidu_area_fraction_of_vertical_result_other_screens	baidu_fraction_of_results_with_images_other_screens	baidu_area_fraction_of_results_with_images_other_screens	baidu_number_of_images_other_screens	baidu_area_fraction_of_images_other_screens	baidu_number_of_vertical_types_other_screens	baidu_had_encyclopedia_other_screens	baidu_had_gps_map_other_screens	baidu_had_forum_other_screens	baidu_had_experience_other_screens	sogou_reciprocal_of_the_rank_of_the_first_vertical_result	sogou_position_y_of_the_first_vertical_result	sogou_height_of_the_first_vertical_result	sogou_reciprocal_of_the_rank_of_the_first_result_with_image	sogou_position_y_of_the_first_result_with_image	sogou_height_of_the_first_result_with_image	sogou_fraction_of_vertical_results_first_screen	sogou_area_fraction_of_vertical_result_first_screen	sogou_fraction_of_results_with_images_first_screen	sogou_area_fraction_of_results_with_images_first_screen	sogou_number_of_images_first_screen	sogou_area_fraction_of_images_first_screen	sogou_number_of_vertical_types_first_screen	sogou_had_encyclopedia_first_screen	sogou_had_gps_map_first_screen	sogou_had_forum_first_screen	sogou_had_experience_first_screen	sogou_fraction_of_vertical_results_other_screens	sogou_area_fraction_of_vertical_result_other_screens	sogou_fraction_of_results_with_images_other_screens	sogou_area_fraction_of_results_with_images_other_screens	sogou_number_of_images_other_screens	sogou_area_fraction_of_images_other_screens	sogou_number_of_vertical_types_other_screens	sogou_had_encyclopedia_other_screens	sogou_had_gps_map_other_screens	sogou_had_forum_other_screens	sogou_had_experience_other_screens	delta_reciprocal_of_the_rank_of_the_first_vertical_result	delta_position_y_of_the_first_vertical_result	delta_height_of_the_first_vertical_result	delta_reciprocal_of_the_rank_of_the_first_result_with_image	delta_position_y_of_the_first_result_with_image	delta_height_of_the_first_result_with_image	delta_fraction_of_vertical_results_first_screen	delta_area_fraction_of_vertical_result_first_screen	delta_fraction_of_results_with_images_first_screen	delta_area_fraction_of_results_with_images_first_screen	delta_number_of_images_first_screen	delta_area_fraction_of_images_first_screen	delta_number_of_vertical_types_first_screen	delta_had_encyclopedia_first_screen	delta_had_gps_map_first_screen	delta_had_forum_first_screen	delta_had_experience_first_screen	delta_fraction_of_vertical_results_other_screens	delta_area_fraction_of_vertical_result_other_screens	delta_fraction_of_results_with_images_other_screens	delta_area_fraction_of_results_with_images_other_screens	delta_number_of_images_other_screens	delta_area_fraction_of_images_other_screens	delta_number_of_vertical_types_other_screens	delta_had_encyclopedia_other_screens	delta_had_gps_map_other_screens	delta_had_forum_other_screens	delta_had_experience_other_screens	
设计师简历	1.0	5.0	254.0	1.0	5.0	254.0	1.0	1.0	0.666666666667	0.6875	11.0	0.387254280725	3	0	0	0	0	0.571428571429	0.679648241206	0.571428571429	0.679648241206	12.0	0.175344660103	2	0	0	0	0	1.0	5.0	118.0	1.0	5.0	118.0	0.8	0.832369942197	0.2	0.227360308285	1.0	0.0350464179366	2	0	0	1	0	1.0	1.0	0.2	0.246648793566	1.0	0.0243821593956	5	0	0	1	0	0.0	0.0	136.0	0.0	0.0	136.0	0.2	0.167630057803	0.466666666667	0.460139691715	10.0	0.352207862789	1	0	0	-1	0	-0.428571428571	-0.320351758794	0.371428571429	0.43299944764	11.0	0.150962500708	-3	0	0	-1	0	
数据恢复软件	1.0	5.0	273.0	0.333333333333	391.0	134.0	0.75	0.861111111111	0.5	0.415032679739	2.0	0.066884126637	2	0	0	0	0	1.0	1.0	0.833333333333	0.842257597685	5.0	0.137678274576	4	1	0	0	0	1.0	5.0	400.0	1.0	5.0	400.0	1.0	1.0	0.666666666667	0.851973684211	6.0	0.0393361244019	2	0	0	0	0	0.857142857143	0.899884925201	0.428571428571	0.556962025316	3.0	0.0678983157234	3	0	0	0	0	0.0	0.0	-127.0	-0.666666666667	386.0	-266.0	-0.25	-0.138888888889	-0.166666666667	-0.436941004472	-4.0	0.0275480022351	0	0	0	0	0	0.142857142857	0.100115074799	0.404761904762	0.285295572368	2.0	0.0697799588531	1	1	0	0	0	
档案在自己手里怎么办	1.0	5.0	356.0	0.333333333333	496.0	109.0	0.666666666667	0.812937062937	0.333333333333	0.190559440559	1.0	0.0294895624821	2	0	0	1	0	0.142857142857	0.151773049645	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	90.0	0.111111111111	1151.0	140.0	0.75	0.830409356725	0.0	0.0	0.0	0.0	2	0	0	1	1	1.0	1.0	0.166666666667	0.182767624021	1.0	0.0237455494897	4	0	0	1	0	0.0	0.0	266.0	0.222222222222	-655.0	-31.0	-0.0833333333333	-0.0174722937881	0.333333333333	0.190559440559	1.0	0.0294895624821	0	0	0	0	-1	-0.857142857143	-0.848226950355	-0.166666666667	-0.182767624021	-1.0	-0.0237455494897	-3	0	0	0	0	
战地2修改器	1.0	5.0	120.0	1.0	5.0	120.0	0.8	0.865079365079	0.6	0.571428571429	3.0	0.0974597273854	2	0	0	1	0	0.6	0.708904109589	0.4	0.426369863014	2.0	0.0700908998319	2	0	0	1	0	1.0	5.0	231.0	1.0	5.0	231.0	1.0	1.0	0.25	0.436672967864	2.0	0.0641209829868	3	0	0	0	0	0.833333333333	0.885072655218	0.166666666667	0.285336856011	4.0	0.107832352588	4	0	0	1	1	0.0	0.0	-111.0	0.0	0.0	-111.0	-0.2	-0.134920634921	0.35	0.134755603565	1.0	0.0333387443986	-1	0	0	1	0	-0.233333333333	-0.176168545629	0.233333333333	0.141033007003	-2.0	-0.037741452756	-2	0	0	0	-1	
欢乐英雄转大赛版	1.0	5.0	210.0	1.0	5.0	210.0	0.75	0.834307992203	0.75	0.834307992203	5.0	0.185449683689	2	0	0	0	0	0.166666666667	0.220183486239	0.166666666667	0.220183486239	1.0	0.0375532894512	1	0	0	0	0	1.0	5.0	206.0	1.0	5.0	206.0	0.75	0.826347305389	0.25	0.411177644711	4.0	0.162932317184	2	0	0	0	0	0.666666666667	0.754237288136	0.166666666667	0.322033898305	1.0	0.0256908063688	3	0	0	0	0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.00796068681351	0.5	0.423130347492	1.0	0.022517366505	0	0	0	0	0	-0.5	-0.534053801897	0.0	-0.101850412067	0.0	0.0118624830825	-2	0	0	0	0	
童装品牌排行榜	1.0	5.0	125.0	0.5	144.0	104.0	0.6	0.665354330709	0.4	0.419291338583	2.0	0.0664095659046	2	0	0	1	0	0.6	0.654471544715	0.6	0.654471544715	3.0	0.102853839877	1	0	0	0	0	1.0	5.0	162.0	0.166666666667	627.0	228.0	0.6	0.689285714286	0.0	0.0	0.0	0.0	2	0	0	0	1	0.8	0.851282051282	0.2	0.389743589744	1.0	0.0310924630925	2	0	0	0	0	0.0	0.0	-37.0	0.333333333333	-483.0	-124.0	0.0	-0.0239313835771	0.4	0.419291338583	2.0	0.0664095659046	0	0	0	1	-1	-0.2	-0.196810506567	0.4	0.264727954972	2.0	0.0717613767842	-1	0	0	0	0	
hp1008打印机驱动下载	1.0	5.0	120.0	1.0	5.0	120.0	0.8	0.851211072664	0.8	0.851211072664	4.0	0.135411172998	2	0	0	0	0	0.8	0.853951890034	0.4	0.443298969072	2.0	0.064148749984	4	0	0	1	0	1.0	5.0	90.0	0.333333333333	207.0	128.0	0.8	0.833652007648	0.4	0.48948374761	2.0	0.0780392838519	2	0	0	0	0	0.4	0.474849094567	0.2	0.237424547284	1.0	0.0365977684288	2	0	0	0	0	0.0	0.0	30.0	0.666666666667	-202.0	-8.0	0.0	0.0175590650162	0.4	0.361727325054	2.0	0.0573718891456	0	0	0	0	0	0.4	0.379102795467	0.2	0.205874421788	1.0	0.0275509815553	2	0	0	1	0	
断喉剑	1.0	5.0	169.0	1.0	5.0	169.0	0.75	0.851657940663	0.75	0.851657940663	5.0	0.191543886283	3	1	0	0	0	0.666666666667	0.705372616984	0.5	0.558058925477	3.0	0.0877020610387	2	0	0	0	0	0.5	105.0	157.0	0	-1	0	0.75	0.830409356725	0.0	0.0	0.0	0.0	2	0	0	0	0	0.5	0.578352180937	0.0	0.0	0.0	0.0	2	0	0	0	0	0.5	-100.0	12.0	1.0	6.0	169.0	0.0	0.021248583938	0.75	0.851657940663	5.0	0.191543886283	1	1	0	0	0	0.166666666667	0.127020436047	0.5	0.558058925477	3.0	0.0877020610387	0	0	0	0	0	
凯立德导航升级免费版	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.8	0.777975133215	4.0	0.119843905789	3	0	0	1	0	1.0	1.0	1.0	1.0	5.0	0.152143013339	3	0	0	1	0	1.0	5.0	118.0	0.166666666667	589.0	228.0	0.8	0.833652007648	0.0	0.0	0.0	0.0	3	0	0	1	1	0.8	0.858075040783	0.2	0.371941272431	1.0	0.0296722527065	3	0	0	0	0	0.0	0.0	-9.0	0.833333333333	-584.0	-119.0	0.2	0.166347992352	0.8	0.777975133215	4.0	0.119843905789	0	0	0	0	-1	0.2	0.141924959217	0.8	0.628058727569	4.0	0.122470760633	0	0	0	1	0	
东风风行S500即将面市	1.0	5.0	192.0	1.0	5.0	192.0	0.5	0.584466019417	0.5	0.584466019417	6.0	0.206496553218	2	0	0	0	0	0.833333333333	0.865079365079	0.833333333333	0.865079365079	5.0	0.133873251903	1	0	0	0	0	1.0	5.0	90.0	0.333333333333	207.0	220.0	0.75	0.848695652174	0.25	0.382608695652	4.0	0.202978656126	3	0	0	1	0	0.666666666667	0.733128834356	0.166666666667	0.282208588957	1.0	0.0278973786949	4	0	0	1	0	0.0	0.0	102.0	0.666666666667	-202.0	-28.0	-0.25	-0.264229632756	0.25	0.201857323765	2.0	0.00351789709112	-1	0	0	-1	0	0.166666666667	0.131950530724	0.666666666667	0.582870776122	4.0	0.105975873208	-3	0	0	-1	0	
笔记本电脑定时关机怎么设置	1.0	5.0	261.0	1.0	5.0	261.0	1.0	1.0	1.0	1.0	7.0	0.219358369204	3	0	0	1	1	0.666666666667	0.731861198738	0.166666666667	0.171924290221	1.0	0.0266057251416	2	0	0	1	0	1.0	24.0	235.0	1.0	24.0	235.0	1.0	1.0	1.0	1.0	7.0	0.328879357348	1	0	0	0	1	1.0	1.0	0.25	0.338403041825	4.0	0.0754856550294	4	0	0	1	0	0.0	-19.0	26.0	0.0	-19.0	26.0	0.0	0.0	0.0	0.0	0.0	-0.109520988144	2	0	0	1	0	-0.333333333333	-0.268138801262	-0.0833333333333	-0.166478751604	-3.0	-0.0488799298878	-2	0	0	0	0	
描写雨景的作文	0.5	104.0	145.0	0	-1	0	0.2	0.298969072165	0.0	0.0	0.0	0.0	1	0	0	0	0	0.2	0.224839400428	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	310.0	0.166666666667	797.0	184.0	0.666666666667	0.83615819209	0.0	0.0	0.0	0.0	2	0	0	1	0	0.428571428571	0.552699228792	0.142857142857	0.236503856041	1.0	0.0233792942276	2	0	0	1	0	-0.5	99.0	-165.0	-0.166666666667	-798.0	-184.0	-0.466666666667	-0.537189119925	0.0	0.0	0.0	0.0	-1	0	0	-1	0	-0.228571428571	-0.327859828364	-0.142857142857	-0.236503856041	-1.0	-0.0233792942276	-1	0	0	0	0	
苹果5s怎么设置铃声	1.0	5.0	243.0	1.0	5.0	243.0	1.0	1.0	1.0	1.0	7.0	0.233982260484	2	0	0	0	1	1.0	1.0	1.0	1.0	6.0	0.145564849236	3	0	0	1	0	1.0	24.0	301.0	1.0	24.0	301.0	1.0	1.0	0.333333333333	0.62577962578	3.0	0.155352578303	2	0	0	1	1	0.714285714286	0.763466042155	0.142857142857	0.266978922717	1.0	0.0212987012987	3	0	0	0	0	0.0	-19.0	-58.0	0.0	-19.0	-58.0	0.0	0.0	0.666666666667	0.37422037422	4.0	0.0786296821805	0	0	0	-1	0	0.285714285714	0.236533957845	0.857142857143	0.733021077283	5.0	0.124266147937	0	0	0	1	0	
林黛玉进贾府教案	1.0	5.0	145.0	0.25	362.0	125.0	0.4	0.514285714286	0.2	0.238095238095	1.0	0.0321295804567	2	0	0	0	0	0.2	0.24276169265	0.2	0.24276169265	1.0	0.0375679949661	1	0	0	0	0	0.5	105.0	112.0	0.166666666667	577.0	140.0	0.6	0.658823529412	0.0	0.0	0.0	0.0	1	0	0	0	0	1.0	1.0	0.2	0.2	1.0	0.0259844155844	3	0	0	1	0	0.5	-100.0	33.0	0.0833333333333	-215.0	-15.0	-0.2	-0.144537815126	0.2	0.238095238095	1.0	0.0321295804567	1	0	0	0	0	-0.8	-0.75723830735	0.0	0.0427616926503	0.0	0.0115835793817	-2	0	0	-1	0	
金刚结的编法图解	1.0	5.0	235.0	1.0	5.0	235.0	1.0	1.0	1.0	1.0	8.0	0.315693487424	2	0	0	0	1	1.0	1.0	1.0	1.0	14.0	0.256175964878	4	0	0	0	0	1.0	5.0	222.0	1.0	5.0	222.0	1.0	1.0	0.25	0.451219512195	3.0	0.241685144124	3	0	0	0	1	1.0	1.0	0.166666666667	0.306451612903	1.0	0.0244477028348	5	0	0	1	1	0.0	0.0	13.0	0.0	0.0	13.0	0.0	0.0	0.75	0.548780487805	5.0	0.0740083433002	-1	0	0	0	0	0.0	0.0	0.833333333333	0.693548387097	13.0	0.231728262043	-1	0	0	-1	-1	
台湾宝岛导航	0.142857142857	599.0	111.0	0.142857142857	599.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.5	0.594594594595	0.5	0.594594594595	2.0	0.0911785391339	1	0	0	0	0	0.2	405.0	140.0	0.2	405.0	140.0	0.2	0.286885245902	0.2	0.286885245902	1.0	0.0372727272727	1	0	0	0	0	0.2	0.205479452055	0.0	0.0	0.0	0.0	1	0	0	0	0	-0.0571428571429	194.0	-29.0	-0.0571428571429	194.0	-29.0	-0.2	-0.286885245902	-0.2	-0.286885245902	-1.0	-0.0372727272727	-1	0	0	0	0	0.3	0.38911514254	0.5	0.594594594595	2.0	0.0911785391339	0	0	0	0	0	
怎么练肌肉	1.0	5.0	243.0	1.0	5.0	243.0	1.0	1.0	0.666666666667	0.631956912029	5.0	0.178875815074	3	0	0	1	1	0.857142857143	0.900234741784	0.571428571429	0.6220657277	10.0	0.168241792764	3	0	0	0	0	1.0	5.0	254.0	1.0	5.0	254.0	1.0	1.0	0.333333333333	0.426174496644	4.0	0.136961561928	2	0	0	1	1	1.0	1.0	0.142857142857	0.266355140187	1.0	0.0212489379779	4	0	0	1	0	0.0	0.0	-11.0	0.0	0.0	-11.0	0.0	0.0	0.333333333333	0.205782415384	1.0	0.0419142531461	1	0	0	0	0	-0.142857142857	-0.099765258216	0.428571428571	0.355710587513	9.0	0.146992854786	-1	0	0	-1	0	
qq三国名字大全	1.0	5.0	165.0	0.166666666667	580.0	109.0	0.2	0.326732673267	0.0	0.0	0.0	0.0	1	0	0	1	0	0.6	0.671179883946	0.6	0.671179883946	3.0	0.0978802499407	1	0	0	0	0	0.25	305.0	90.0	0	-1	0	0.333333333333	0.391608391608	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	0.479041916168	0.0	0.0	0.0	0.0	1	0	0	0	0	0.75	-300.0	75.0	0.166666666667	581.0	109.0	-0.133333333333	-0.0648757183411	0.0	0.0	0.0	0.0	-1	0	0	0	0	0.1	0.192137967778	0.6	0.671179883946	3.0	0.0978802499407	0	0	0	0	0	
制作视频的免费软件	1.0	5.0	273.0	0.333333333333	391.0	207.0	0.666666666667	0.849557522124	0.333333333333	0.366371681416	4.0	0.146488140277	2	0	0	0	1	1.0	1.0	1.0	1.0	7.0	0.137830745681	5	1	0	1	0	1.0	5.0	400.0	1.0	5.0	400.0	1.0	1.0	1.0	1.0	9.0	0.14181227863	2	0	0	0	1	0.875	0.929838709677	0.25	0.358064516129	4.0	0.0640410557185	5	0	0	1	1	0.0	0.0	-127.0	-0.666666666667	386.0	-193.0	-0.333333333333	-0.150442477876	-0.666666666667	-0.633628318584	-5.0	0.00467586164654	0	0	0	0	0	0.125	0.0701612903226	0.75	0.641935483871	3.0	0.0737896899627	0	1	0	0	-1	
福睿斯油耗	1.0	5.0	111.0	1.0	5.0	111.0	1.0	1.0	0.75	0.667338709677	3.0	0.102024373426	2	0	0	1	0	0.333333333333	0.452495974235	0.166666666667	0.309178743961	5.0	0.144086465648	1	0	0	0	0	1.0	5.0	136.0	0.5	153.0	311.0	0.666666666667	0.837078651685	0.333333333333	0.582397003745	1.0	0.00786516853933	2	0	0	1	0	0.571428571429	0.6925795053	0.142857142857	0.268551236749	1.0	0.0214241353464	3	0	0	1	0	0.0	0.0	-25.0	0.5	-148.0	-200.0	0.333333333333	0.162921348315	0.416666666667	0.0849417059321	2.0	0.0941592048867	0	0	0	0	0	-0.238095238095	-0.240083531065	0.0238095238095	0.0406275072122	4.0	0.122662330301	-2	0	0	-1	0	
国内邮政小包快递单号	0.333333333333	203.0	150.0	0.333333333333	203.0	150.0	0.2	0.30612244898	0.2	0.30612244898	1.0	0.0555382747895	1	1	0	0	0	0.2	0.390476190476	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	90.0	0	-1	0	0.166666666667	0.171428571429	0.0	0.0	0.0	0.0	1	0	0	0	0	0.5	0.628205128205	0.0	0.0	0.0	0.0	2	0	0	1	0	-0.666666666667	198.0	60.0	0.333333333333	204.0	150.0	0.0333333333333	0.134693877551	0.2	0.30612244898	1.0	0.0555382747895	0	1	0	0	0	-0.3	-0.237728937729	0.0	0.0	0.0	0.0	-1	0	0	0	0	
最近三河燕郊新闻	1.0	5.0	104.0	1.0	5.0	104.0	0.8	0.835271317829	0.8	0.835271317829	4.0	0.130759920463	1	0	0	0	0	0.4	0.46088794926	0.4	0.46088794926	2.0	0.07132359298	1	0	0	0	0	1.0	5.0	90.0	0.166666666667	509.0	140.0	0.5	0.550774526678	0.166666666667	0.240963855422	1.0	0.0313065248005	2	0	0	0	0	0.25	0.300268096515	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0	0.0	14.0	0.833333333333	-504.0	-36.0	0.3	0.284496791151	0.633333333333	0.594307462408	3.0	0.0994533956629	-1	0	0	0	0	0.15	0.160619852745	0.4	0.46088794926	2.0	0.07132359298	0	0	0	-1	0	
天津航母主题公园	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	1.0	1.0	3.0	0.234718803376	3	1	1	0	0	0.714285714286	0.785894206549	0.571428571429	0.653652392947	7.0	0.17685147903	2	0	0	0	0	1.0	5.0	202.0	1.0	5.0	202.0	0.666666666667	0.858536585366	0.666666666667	0.858536585366	3.0	0.22155210643	2	0	1	0	0	0.857142857143	0.919444444444	0.428571428571	0.52037037037	5.0	0.126570707071	5	1	0	1	0	0.0	0.0	-73.0	0.0	0.0	-73.0	0.333333333333	0.141463414634	0.333333333333	0.141463414634	0.0	0.0131666969457	1	1	0	0	0	-0.142857142857	-0.133550237895	0.142857142857	0.133282022577	2.0	0.0502807719588	-3	-1	0	-1	0	
360游戏保险箱	0.5	105.0	120.0	0.5	105.0	120.0	0.75	0.835564053537	0.75	0.835564053537	6.0	0.243117700996	2	0	0	0	0	1.0	1.0	0.666666666667	0.643693107932	4.0	0.101778488937	3	1	0	1	0	1.0	5.0	231.0	1.0	5.0	231.0	1.0	1.0	0.25	0.436672967864	2.0	0.0641209829868	3	0	0	0	0	1.0	1.0	0.166666666667	0.181818181818	1.0	0.0215232040687	3	1	0	0	0	-0.5	100.0	-111.0	-0.5	100.0	-111.0	-0.25	-0.164435946463	0.5	0.398891085673	4.0	0.178996718009	-1	0	0	0	0	0.0	0.0	0.5	0.461874926114	3.0	0.0802552848684	0	0	0	1	0	
内热的症状	1.0	5.0	110.0	0.5	129.0	169.0	1.0	1.0	0.666666666667	0.789272030651	5.0	0.218875072996	3	1	0	0	1	0.714285714286	0.839622641509	0.285714285714	0.234905660377	2.0	0.038616118398	1	0	0	0	0	1.0	5.0	90.0	0.2	576.0	112.0	1.0	1.0	0.0	0.0	0.0	0.0	3	1	0	1	1	0.833333333333	0.885976408912	0.5	0.592398427261	3.0	0.136551888478	4	0	0	1	0	0.0	0.0	20.0	0.3	-447.0	57.0	0.0	0.0	0.666666666667	0.789272030651	5.0	0.218875072996	0	0	0	-1	0	-0.119047619048	-0.0463537674028	-0.214285714286	-0.357492766883	-1.0	-0.0979357700805	-3	0	0	-1	0	
味可滋鹿晗	1.0	5.0	142.0	1.0	5.0	142.0	0.75	0.813596491228	0.75	0.813596491228	4.0	0.15465825344	3	0	0	0	0	1.0	1.0	0.833333333333	0.796547472256	8.0	0.184140924738	3	0	0	1	0	1.0	5.0	206.0	1.0	5.0	206.0	1.0	1.0	0.5	0.676033057851	7.0	0.300348610068	2	0	0	0	0	0.833333333333	0.888888888889	0.166666666667	0.291187739464	1.0	0.023230001161	4	0	0	1	0	0.0	0.0	-64.0	0.0	0.0	-64.0	-0.25	-0.186403508772	0.25	0.137563433377	-3.0	-0.145690356627	1	0	0	0	0	0.166666666667	0.111111111111	0.666666666667	0.505359732793	7.0	0.160910923577	-1	0	0	0	0	
现金流量表模板+xls	0.25	302.0	120.0	0.25	302.0	120.0	0.333333333333	0.376146788991	0.166666666667	0.220183486239	1.0	0.0375532894512	2	0	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	1	0	0	0	0	1.0	5.0	178.0	0.2	591.0	128.0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.5	0.585055643879	0.333333333333	0.406995230525	2.0	0.0648879895939	2	0	0	0	0	-0.75	297.0	-58.0	0.05	-289.0	-8.0	-0.666666666667	-0.623853211009	0.166666666667	0.220183486239	1.0	0.0375532894512	-1	0	0	-1	0	-0.25	-0.335055643879	-0.333333333333	-0.406995230525	-2.0	-0.0648879895939	-1	0	0	0	0	
我的公主国语版	1.0	5.0	109.0	1.0	5.0	109.0	0.6	0.716666666667	0.6	0.716666666667	3.0	0.116576827757	2	0	0	0	0	0.6	0.657947686117	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	1.0	5.0	90.0	0.5	107.0	185.0	1.0	1.0	0.2	0.322862129145	1.0	0.00447405997144	3	0	0	0	0	0.8	0.817226890756	0.0	0.0	0.0	0.0	3	0	0	1	0	0.0	0.0	19.0	0.5	-102.0	-76.0	-0.4	-0.283333333333	0.4	0.393804537522	2.0	0.112102767786	-1	0	0	0	0	-0.2	-0.15927920464	0.6	0.657947686117	3.0	0.101819092997	-2	0	0	-1	0	
描写眼睛的优美句子	1.0	5.0	165.0	0	-1	0	0.6	0.67619047619	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	90.0	0.166666666667	667.0	184.0	0.6	0.71	0.0	0.0	0.0	0.0	3	0	0	1	1	0.8	0.846017699115	0.2	0.325663716814	1.0	0.032193081255	3	0	0	1	0	0.0	0.0	75.0	-0.166666666667	-668.0	-184.0	0.0	-0.0338095238095	0.0	0.0	0.0	0.0	-1	0	0	0	-1	-0.8	-0.846017699115	-0.2	-0.325663716814	-1.0	-0.032193081255	-3	0	0	-1	0	
关于团结的歌曲	1.0	5.0	194.0	0	-1	0	0.75	0.845173041894	0.0	0.0	0.0	0.0	2	0	0	1	0	0.333333333333	0.40350877193	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	224.0	0.166666666667	651.0	228.0	0.6	0.736301369863	0.0	0.0	0.0	0.0	1	0	0	1	0	0.8	0.879668049793	0.4	0.600276625173	5.0	0.138061109015	4	0	0	0	0	0.0	0.0	-30.0	-0.166666666667	-652.0	-228.0	0.15	0.108871672031	0.0	0.0	0.0	0.0	1	0	0	0	0	-0.466666666667	-0.476159277863	-0.4	-0.600276625173	-5.0	-0.138061109015	-3	0	0	1	0	
三十年战友聚会发言稿	0.333333333333	223.0	104.0	0.333333333333	223.0	104.0	0.2	0.213991769547	0.2	0.213991769547	1.0	0.034707880123	1	0	0	0	0	0.2	0.330708661417	0.0	0.0	0.0	0.0	1	0	0	0	0	0.25	305.0	196.0	0	-1	0	0.4	0.522851919561	0.0	0.0	0.0	0.0	2	0	0	0	0	0.2	0.246753246753	0.0	0.0	0.0	0.0	1	0	0	1	0	0.0833333333333	-82.0	-92.0	0.333333333333	224.0	104.0	-0.2	-0.308860150014	0.2	0.213991769547	1.0	0.034707880123	-1	0	0	0	0	0.0	0.0839554146641	0.0	0.0	0.0	0.0	0	0	0	-1	0	
dnf活动专区	1.0	5.0	110.0	1.0	5.0	110.0	0.6	0.658682634731	0.6	0.658682634731	3.0	0.101006166106	1	0	0	0	0	0.8	0.858803986711	0.8	0.858803986711	7.0	0.233536909187	2	0	0	0	0	1.0	5.0	90.0	0.5	107.0	118.0	1.0	1.0	0.4	0.468239564428	2.0	0.0660221085629	2	0	0	0	0	0.6	0.687050359712	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	20.0	0.5	-102.0	-8.0	-0.4	-0.341317365269	0.2	0.190443070302	1.0	0.0349840575435	-1	0	0	0	0	0.2	0.171753626999	0.8	0.858803986711	7.0	0.233536909187	0	0	0	-1	0	
黄金岛历险记	1.0	5.0	169.0	1.0	5.0	169.0	1.0	1.0	0.5	0.680430879713	5.0	0.203506570649	2	1	0	0	0	0.5	0.561855670103	0.5	0.561855670103	3.0	0.0869486069061	1	0	0	0	0	1.0	5.0	220.0	1.0	5.0	220.0	1.0	1.0	0.333333333333	0.4296875	1.0	0.0681818181818	1	0	0	0	0	0.857142857143	0.900343642612	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	-51.0	0.0	0.0	-51.0	0.0	0.0	0.166666666667	0.250743379713	4.0	0.135324752467	1	1	0	0	0	-0.357142857143	-0.338487972509	0.5	0.561855670103	3.0	0.0869486069061	-1	0	0	0	0	
公务员辞职规定	1.0	5.0	109.0	0.5	128.0	109.0	0.6	0.657947686117	0.4	0.438631790744	2.0	0.0678793953311	2	1	0	0	0	0.4	0.440404040404	0.4	0.440404040404	2.0	0.0681536555143	1	0	0	0	0	1.0	5.0	113.0	0.166666666667	760.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	4	0	0	1	0	0.666666666667	0.785714285714	0.333333333333	0.426108374384	2.0	0.0448007165249	3	0	0	1	0	0.0	0.0	-4.0	0.333333333333	-632.0	-119.0	-0.4	-0.342052313883	0.4	0.438631790744	2.0	0.0678793953311	-2	1	0	-1	0	-0.266666666667	-0.34531024531	0.0666666666667	0.0142956660198	0.0	0.0233529389894	-2	0	0	-1	0	
恒星科技	1.0	5.0	151.0	0.333333333333	554.0	129.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.875	0.914914914915	0.625	0.565565565566	5.0	0.0880266883984	4	1	0	0	0	1.0	5.0	123.0	0.2	850.0	326.0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	0	0	0.714285714286	0.846965699208	0.428571428571	0.591029023747	3.0	0.126278084273	4	0	1	0	0	0.0	0.0	28.0	0.133333333333	-296.0	-197.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	0	0.160714285714	0.0679492157065	0.196428571429	-0.0254634581811	2.0	-0.0382513958744	0	1	-1	0	0	
