query	baidu_reciprocal_of_the_rank_of_the_first_identical_url	baidu_average_of_reciprocal_of_the_rank_of_the_identical_urls	baidu_fraction_of_identical_urls_first_screen	baidu_had_identical_url_first_screen	baidu_fraction_of_identical_urls_other_screens	baidu_had_identical_url_other_screens	sogou_reciprocal_of_the_rank_of_the_first_identical_url	sogou_average_of_reciprocal_of_the_rank_of_the_identical_urls	sogou_fraction_of_identical_urls_first_screen	sogou_had_identical_url_first_screen	sogou_fraction_of_identical_urls_other_screens	sogou_had_identical_url_other_screens	delta_reciprocal_of_the_rank_of_the_first_identical_url	delta_average_of_reciprocal_of_the_rank_of_the_identical_urls	delta_fraction_of_identical_urls_first_screen	delta_had_identical_url_first_screen	delta_fraction_of_identical_urls_other_screens	delta_had_identical_url_other_screens	
属猪2015年运势	0.333333333333	0.231481481481	0.5	1	0.166666666667	1	1.0	0.511111111111	0.6	1	0.0	0	-0.666666666667	-0.27962962963	-0.1	0	0.166666666667	1	
dnf天帝刷图加点	0.5	0.5	0.2	1	0.0	0	0.125	0.125	0.0	0	0.2	1	0.375	0.375	0.2	1	-0.2	-1	
南方电视台今日一线	1.0	0.441666666667	0.25	1	0.333333333333	1	0.5	0.288888888889	0.25	1	0.333333333333	1	0.5	0.152777777778	0.0	0	0.0	0	
图片制作带字	0.111111111111	0.111111111111	0.0	0	0.166666666667	1	0.2	0.2	0.0	0	0.142857142857	1	-0.0888888888889	-0.0888888888889	0.0	0	0.0238095238095	0	
呼和浩特市地图	0.333333333333	0.291666666667	0.5	1	0.0	0	0.333333333333	0.229166666667	0.2	1	0.2	1	0.0	0.0625	0.3	0	-0.2	-1	
葡萄园里的那男子国语	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
清半夏	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
苏州和联集团招聘骗局	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
校本培训计划方案	0.2	0.2	0.2	1	0.0	0	0.333333333333	0.333333333333	0.2	1	0.0	0	-0.133333333333	-0.133333333333	0.0	0	0.0	0	
合肥到南京	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
大学生职业规划书word	0.333333333333	0.233333333333	0.4	1	0.2	1	0.2	0.155555555556	0.0	0	0.5	1	0.133333333333	0.0777777777778	0.4	1	-0.3	0	
搜索引擎	0.5	0.2625	0.6	1	0.2	1	1.0	0.460714285714	0.5	1	0.333333333333	1	-0.5	-0.198214285714	0.1	0	-0.133333333333	0	
责任追究制度	1.0	0.466666666667	0.6	1	0.2	1	1.0	0.483333333333	0.75	1	0.166666666667	1	0.0	-0.0166666666667	-0.15	0	0.0333333333333	0	
刷单怎么刷	1.0	0.511111111111	0.5	1	0.166666666667	1	1.0	0.583333333333	0.666666666667	1	0.142857142857	1	0.0	-0.0722222222222	-0.166666666667	0	0.0238095238095	0	
海鸥手表	0.5	0.333333333333	0.25	1	0.166666666667	1	0.5	0.305555555556	0.333333333333	1	0.142857142857	1	0.0	0.0277777777778	-0.0833333333333	0	0.0238095238095	0	
闻一多先生的说和做朗读	0.125	0.125	0.0	0	0.25	1	0.25	0.25	0.2	1	0.0	0	-0.125	-0.125	-0.2	-1	0.25	1	
岳阳楼记ppt免费课件	0.25	0.25	0.2	1	0.0	0	0.333333333333	0.333333333333	0.2	1	0.0	0	-0.0833333333333	-0.0833333333333	0.0	0	0.0	0	
黄土高原纪录片	0.5	0.3	0.25	1	0.166666666667	1	0.5	0.416666666667	0.5	1	0.0	0	0.0	-0.116666666667	-0.25	0	0.166666666667	1	
首领的小猫txt下载	1.0	0.6	0.4	1	0.0	0	0.5	0.375	0.333333333333	1	0.0	0	0.5	0.225	0.0666666666667	0	0.0	0	
鼎盛军事	0.5	0.305555555556	0.5	1	0.0	0	0.5	0.255952380952	0.2	1	0.4	1	0.0	0.0496031746032	0.3	0	-0.4	-1	
苹果树花前复剪	0.2	0.183333333333	0.0	0	0.333333333333	1	0.25	0.1875	0.25	1	0.166666666667	1	-0.05	-0.00416666666667	-0.25	-1	0.166666666667	0	
重庆酸辣粉的做法	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
综艺等着我	0.25	0.167989417989	0.0	0	0.375	1	0.2	0.155555555556	0.0	0	0.375	1	0.05	0.0124338624339	0.0	0	0.0	0	
小企业会计准则适用范围	0.5	0.287037037037	0.5	1	0.166666666667	1	0.5	0.325396825397	0.5	1	0.166666666667	1	0.0	-0.0383597883598	0.0	0	0.0	0	
血液循环ppt	0.25	0.25	0.2	1	0.0	0	0.333333333333	0.333333333333	0.2	1	0.0	0	-0.0833333333333	-0.0833333333333	0.0	0	0.0	0	
电子猫眼+天津	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
电梯应急预案	0.5	0.5	0.2	1	0.0	0	0.5	0.5	0.2	1	0.0	0	0.0	0.0	0.0	0	0.0	0	
销售团队激励口号	1.0	0.453703703704	0.4	1	0.2	1	1.0	0.403703703704	0.25	1	0.333333333333	1	0.0	0.05	0.15	0	-0.133333333333	0	
逆战天梯外挂	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
双汇瘦肉精事件简介	0.25	0.167989417989	0.2	1	0.4	1	0.25	0.205555555556	0.25	1	0.333333333333	1	0.0	-0.0375661375661	-0.05	0	0.0666666666667	0	
梦三国幸运值	0.333333333333	0.333333333333	0.25	1	0.0	0	0.5	0.5	0.2	1	0.0	0	-0.166666666667	-0.166666666667	0.05	0	0.0	0	
台式电脑	0.5	0.283333333333	0.0	0	0.333333333333	1	1.0	0.477777777778	0.5	1	0.25	1	-0.5	-0.194444444444	-0.5	-1	0.0833333333333	0	
《钟馗伏魔：雪妖魔灵》	0.2	0.183333333333	0.0	0	0.285714285714	1	0.333333333333	0.229166666667	0.333333333333	1	0.166666666667	1	-0.133333333333	-0.0458333333333	-0.333333333333	-1	0.119047619048	0	
lol大脚	0.5	0.5	0.25	1	0.0	0	1.0	1.0	0.25	1	0.0	0	-0.5	-0.5	0.0	0	0.0	0	
抑郁症的表现	0.25	0.25	0.25	1	0.0	0	0.1	0.1	0.0	0	0.142857142857	1	0.15	0.15	0.25	1	-0.142857142857	-1	
近视眼激光手术	0.25	0.1875	0.0	0	0.285714285714	1	0.5	0.375	0.5	1	0.0	0	-0.25	-0.1875	-0.5	-1	0.285714285714	1	
终极蜘蛛侠第二季国语版	0.5	0.5	0.333333333333	1	0.0	0	0.5	0.5	0.333333333333	1	0.0	0	0.0	0.0	0.0	0	0.0	0	
我和父母教学设计	0.333333333333	0.229166666667	0.25	1	0.166666666667	1	1.0	0.666666666667	0.4	1	0.0	0	-0.666666666667	-0.4375	-0.15	0	0.166666666667	1	
高考加油祝福语	0.5	0.252380952381	0.4	1	0.4	1	1.0	0.40625	0.4	1	0.4	1	-0.5	-0.153869047619	0.0	0	0.0	0	
工作经历怎么写范文	0.5	0.321428571429	0.2	1	0.2	1	0.5	0.35	0.25	1	0.166666666667	1	0.0	-0.0285714285714	-0.05	0	0.0333333333333	0	
太阁立志传6修改器	1.0	0.375793650794	0.4	1	0.6	1	1.0	0.398571428571	0.5	1	0.5	1	0.0	-0.0227777777778	-0.1	0	0.1	0	
忠犬八公观后感	1.0	0.75	0.4	1	0.0	0	0.5	0.305555555556	0.25	1	0.166666666667	1	0.5	0.444444444444	0.15	0	-0.166666666667	-1	
创业计划书模板word	0.1	0.1	0.0	0	0.2	1	0.142857142857	0.142857142857	0.0	0	0.166666666667	1	-0.0428571428571	-0.0428571428571	0.0	0	0.0333333333333	0	
做摄影师助理有前途吗	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
2015年4月解禁股	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
奥特曼传奇国语版	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
大话2孩子神结局攻略	0.2	0.155555555556	0.2	1	0.2	1	0.5	0.375	0.4	1	0.0	0	-0.3	-0.219444444444	-0.2	0	0.2	1	
农业银行贷款利率	1.0	1.0	0.2	1	0.0	0	0.1	0.1	0.0	0	0.142857142857	1	0.9	0.9	0.2	1	-0.142857142857	-1	
珍惜生命主题班会教案	0.5	0.3125	0.6	1	0.2	1	1.0	0.410714285714	0.5	1	0.25	1	-0.5	-0.0982142857143	0.1	0	-0.05	0	
皮肤暗黄怎么调理	1.0	0.583333333333	0.333333333333	1	0.142857142857	1	1.0	0.666666666667	0.5	1	0.0	0	0.0	-0.0833333333333	-0.166666666667	0	0.142857142857	1	
我的世界枪械mod	0.25	0.25	0.25	1	0.0	0	0.142857142857	0.142857142857	0.0	0	0.166666666667	1	0.107142857143	0.107142857143	0.25	1	-0.166666666667	-1	
工科大学排名	0.333333333333	0.206547619048	0.4	1	0.4	1	1.0	0.479166666667	0.6	1	0.2	1	-0.666666666667	-0.272619047619	-0.2	0	0.2	0	
河南社会服务渠道	0.5	0.5	0.2	1	0.0	0	0.25	0.25	0.2	1	0.0	0	0.25	0.25	0.0	0	0.0	0	
我的世界多玩盒子电脑版	0.25	0.25	0.2	1	0.0	0	0.111111111111	0.111111111111	0.0	0	0.2	1	0.138888888889	0.138888888889	0.2	1	-0.2	-1	
华西口腔医院	0.5	0.5	0.333333333333	1	0.0	0	0.125	0.125	0.0	0	0.142857142857	1	0.375	0.375	0.333333333333	1	-0.142857142857	-1	
造字软件	1.0	0.359693877551	1.0	1	0.5	1	1.0	0.337074829932	0.8	1	0.6	1	0.0	0.022619047619	0.2	0	-0.1	0	
新三国演义全集高清	0.333333333333	0.333333333333	0.2	1	0.0	0	0.166666666667	0.166666666667	0.0	0	0.166666666667	1	0.166666666667	0.166666666667	0.2	1	-0.166666666667	-1	
怎么压缩图片	1.0	0.477777777778	0.666666666667	1	0.142857142857	1	1.0	0.611111111111	0.75	1	0.0	0	0.0	-0.133333333333	-0.0833333333333	0	0.142857142857	1	
白瓜子	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
诛仙2	1.0	0.452777777778	0.5	1	0.333333333333	1	1.0	0.427777777778	0.666666666667	1	0.285714285714	1	0.0	0.025	-0.166666666667	0	0.047619047619	0	
红警3修改器	1.0	1.0	0.25	1	0.0	0	1.0	1.0	0.25	1	0.0	0	0.0	0.0	0.0	0	0.0	0	
夏日杀手国语	0.5	0.5	0.25	1	0.0	0	0.142857142857	0.142857142857	0.0	0	0.166666666667	1	0.357142857143	0.357142857143	0.25	1	-0.166666666667	-1	
泥娃娃儿歌视频	0.5	0.248214285714	0.5	1	0.333333333333	1	1.0	0.389880952381	0.5	1	0.333333333333	1	-0.5	-0.141666666667	0.0	0	0.0	0	
旗帜奶粉	1.0	0.571428571429	0.5	1	0.125	1	0.2	0.171428571429	0.0	0	0.25	1	0.8	0.4	0.5	1	-0.125	0	
鲅鱼的做法	0.125	0.125	0.0	0	0.142857142857	1	0.25	0.25	0.25	1	0.0	0	-0.125	-0.125	-0.25	-1	0.142857142857	1	
乌鸡白凤丸功效与作用	0.333333333333	0.229166666667	0.25	1	0.166666666667	1	1.0	0.75	0.666666666667	1	0.0	0	-0.666666666667	-0.520833333333	-0.416666666667	0	0.166666666667	1	
自主招生班主任推荐信	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
古钱币图片及价格	0.5	0.344444444444	0.5	1	0.166666666667	1	0.5	0.24537037037	0.2	1	0.4	1	0.0	0.0990740740741	0.3	0	-0.233333333333	0	
索尼l36h救砖强刷固件	1.0	0.6	0.25	1	0.166666666667	1	1.0	0.583333333333	0.333333333333	1	0.0	0	0.0	0.0166666666667	-0.0833333333333	0	0.166666666667	1	
奇葩说第二季	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
多特单机游戏下载	0.5	0.3125	0.2	1	0.2	1	0.333333333333	0.291666666667	0.333333333333	1	0.0	0	0.166666666667	0.0208333333333	-0.133333333333	0	0.2	1	
cf英雄武器换购第三期	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
班徽设计图案大全	0.5	0.321428571429	0.333333333333	1	0.142857142857	1	0.333333333333	0.266666666667	0.4	1	0.0	0	0.166666666667	0.0547619047619	-0.0666666666667	0	0.142857142857	1	
清蒸鸡的做法	0.5	0.321428571429	0.333333333333	1	0.142857142857	1	0.333333333333	0.222222222222	0.25	1	0.166666666667	1	0.166666666667	0.0992063492063	0.0833333333333	0	-0.0238095238095	0	
毕福剑《智取威虎山》	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
柯南大结局	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
七星烟	0.25	0.175	0.2	1	0.2	1	0.5	0.3125	0.25	1	0.166666666667	1	-0.25	-0.1375	-0.05	0	0.0333333333333	0	
移动开钻代码	0.5	0.298611111111	0.6	1	0.2	1	0.5	0.209027777778	0.25	1	0.5	1	0.0	0.0895833333333	0.35	0	-0.3	0	
梅根·福克斯	0.166666666667	0.144841269841	0.0	0	0.428571428571	1	0.25	0.175925925926	0.0	0	0.375	1	-0.0833333333333	-0.0310846560847	0.0	0	0.0535714285714	0	
大通证券神通版+下载	1.0	0.6	0.4	1	0.0	0	0.5	0.305555555556	0.25	1	0.166666666667	1	0.5	0.294444444444	0.15	0	-0.166666666667	-1	
黑玛瑙	0.142857142857	0.142857142857	0.0	0	0.166666666667	1	0.142857142857	0.142857142857	0.0	0	0.142857142857	1	0.0	0.0	0.0	0	0.0238095238095	0	
无限挑战迅雷下载	1.0	1.0	0.2	1	0.0	0	0.5	0.5	0.2	1	0.0	0	0.5	0.5	0.0	0	0.0	0	
世界地球日主题班会	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
时尚王国语版全集优酷	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
sod霜	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
琳琅电动	0.166666666667	0.166666666667	0.0	0	0.2	1	0.333333333333	0.333333333333	0.333333333333	1	0.0	0	-0.166666666667	-0.166666666667	-0.333333333333	-1	0.2	1	
dnf附加伤害的装备	1.0	0.363492063492	0.4	1	0.4	1	1.0	0.410714285714	0.4	1	0.4	1	0.0	-0.0472222222222	0.0	0	0.0	0	
合肥地铁规划线路图	0.333333333333	0.333333333333	0.25	1	0.0	0	0.125	0.125	0.0	0	0.166666666667	1	0.208333333333	0.208333333333	0.25	1	-0.166666666667	-1	
本溪中绿	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
澳门风云2在线观看粤语	0.5	0.279166666667	0.5	1	0.333333333333	1	0.25	0.163194444444	0.25	1	0.6	1	0.25	0.115972222222	0.25	0	-0.266666666667	0	
观课记录	0.5	0.5	0.166666666667	1	0.0	0	0.333333333333	0.333333333333	0.25	1	0.0	0	0.166666666667	0.166666666667	-0.0833333333333	0	0.0	0	
松子仁	0.111111111111	0.111111111111	0.0	0	0.166666666667	1	0.333333333333	0.333333333333	0.333333333333	1	0.0	0	-0.222222222222	-0.222222222222	-0.333333333333	-1	0.166666666667	1	
4k壁纸	0.5	0.333333333333	0.2	1	0.2	1	1.0	0.625	0.4	1	0.0	0	-0.5	-0.291666666667	-0.2	0	0.2	1	
tfboys歌曲	0.125	0.125	0.0	0	0.125	1	0.333333333333	0.333333333333	0.0	0	0.125	1	-0.208333333333	-0.208333333333	0.0	0	0.0	0	
赛罕区小学排名	1.0	0.75	0.333333333333	1	0.0	0	1.0	0.625	0.333333333333	1	0.0	0	0.0	0.125	0.0	0	0.0	0	
天府新区	0.5	0.344444444444	0.5	1	0.166666666667	1	0.333333333333	0.195767195767	0.2	1	0.4	1	0.166666666667	0.148677248677	0.3	0	-0.233333333333	0	
001166基金	0.166666666667	0.166666666667	0.0	0	0.142857142857	1	1.0	1.0	0.25	1	0.0	0	-0.833333333333	-0.833333333333	-0.25	-1	0.142857142857	1	
W7主题	1.0	0.611111111111	0.6	1	0.0	0	1.0	0.566666666667	0.5	1	0.0	0	0.0	0.0444444444444	0.1	0	0.0	0	
朱雀记漫画	0.2	0.1625	0.2	1	0.2	1	0.5	0.416666666667	0.666666666667	1	0.0	0	-0.3	-0.254166666667	-0.466666666667	0	0.2	1	
智取威虎山毕福剑	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
强弱电间距	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
雀圣2粤语	1.0	0.489583333333	0.75	1	0.166666666667	1	0.333333333333	0.2375	0.6	1	0.2	1	0.666666666667	0.252083333333	0.15	0	-0.0333333333333	0	
拉摩力拉牌玛卡片	0.166666666667	0.166666666667	0.0	0	0.2	1	0.5	0.5	0.333333333333	1	0.0	0	-0.333333333333	-0.333333333333	-0.333333333333	-1	0.2	1	
保定驾校一点通科目四	0.2	0.15	0.2	1	0.2	1	0.333333333333	0.291666666667	0.333333333333	1	0.0	0	-0.133333333333	-0.141666666667	-0.133333333333	0	0.2	1	
榻榻米价格	0.5	0.5	0.25	1	0.0	0	0.125	0.125	0.0	0	0.142857142857	1	0.375	0.375	0.25	1	-0.142857142857	-1	
国际象棋怎么玩	1.0	0.75	0.666666666667	1	0.0	0	1.0	0.75	0.5	1	0.0	0	0.0	0.0	0.166666666667	0	0.0	0	
剑灵南天国金币转盘表一览	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
梦想的力量主要内容	1.0	0.75	0.4	1	0.0	0	0.25	0.1875	0.25	1	0.166666666667	1	0.75	0.5625	0.15	0	-0.166666666667	-1	
星三角启动接线图	0.111111111111	0.111111111111	0.0	0	0.166666666667	1	0.125	0.125	0.0	0	0.166666666667	1	-0.0138888888889	-0.0138888888889	0.0	0	0.0	0	
董璇高云翔婚礼	0.111111111111	0.111111111111	0.0	0	0.166666666667	1	0.166666666667	0.166666666667	0.0	0	0.142857142857	1	-0.0555555555556	-0.0555555555556	0.0	0	0.0238095238095	0	
2015年4月14日新股申购一览表	1.0	0.5625	0.166666666667	1	0.25	1	0.166666666667	0.145833333333	0.0	0	0.333333333333	1	0.833333333333	0.416666666667	0.166666666667	1	-0.0833333333333	0	
bt软件	0.1	0.1	0.0	0	0.2	1	0.25	0.25	0.2	1	0.0	0	-0.15	-0.15	-0.2	-1	0.2	1	
智取威虎山下载地址	0.5	0.5	0.2	1	0.0	0	0.25	0.25	0.2	1	0.0	0	0.25	0.25	0.0	0	0.0	0	
黄山温泉哪个好	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
走进毛泽东观后感	1.0	0.555555555556	0.4	1	0.2	1	1.0	0.547619047619	0.5	1	0.166666666667	1	0.0	0.00793650793651	-0.1	0	0.0333333333333	0	
以乔四为原型的电视剧	0.333333333333	0.333333333333	0.25	1	0.0	0	0.25	0.25	0.2	1	0.0	0	0.0833333333333	0.0833333333333	0.05	0	0.0	0	
2015年音乐风云榜	1.0	0.555555555556	0.333333333333	1	0.142857142857	1	0.333333333333	0.291666666667	0.333333333333	1	0.142857142857	1	0.666666666667	0.263888888889	0.0	0	0.0	0	
收款委托书模板	1.0	0.533333333333	0.4	1	0.2	1	1.0	0.537037037037	0.4	1	0.2	1	0.0	-0.0037037037037	0.0	0	0.0	0	
瑞虎5和哈弗h6哪个好	1.0	0.666666666667	0.5	1	0.0	0	0.25	0.196428571429	0.0	0	0.25	1	0.75	0.470238095238	0.5	1	-0.25	-1	
排球规则	0.333333333333	0.333333333333	0.25	1	0.0	0	1.0	1.0	0.2	1	0.0	0	-0.666666666667	-0.666666666667	0.05	0	0.0	0	
摆盘花样+做法	1.0	0.436666666667	0.8	1	0.2	1	1.0	0.375555555556	0.4	1	0.6	1	0.0	0.0611111111111	0.4	0	-0.4	0	
nba+2k+online盒子	0.1	0.1	0.0	0	0.2	1	0.166666666667	0.166666666667	0.0	0	0.2	1	-0.0666666666667	-0.0666666666667	0.0	0	0.0	0	
电脑fps低解决办法	1.0	0.541666666667	0.5	1	0.166666666667	1	1.0	0.555555555556	0.5	1	0.166666666667	1	0.0	-0.0138888888889	0.0	0	0.0	0	
嗜血狂后鱼子兰	0.25	0.205555555556	0.4	1	0.2	1	0.2	0.159259259259	0.0	0	0.428571428571	1	0.05	0.0462962962963	0.4	1	-0.228571428571	0	
钢笔字比赛报道	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
新时代通达信独立委托	0.2	0.2	0.0	0	0.166666666667	1	0.166666666667	0.166666666667	0.0	0	0.166666666667	1	0.0333333333333	0.0333333333333	0.0	0	0.0	0	
经营设施+设备目录	0.5	0.269841269841	0.333333333333	1	0.25	1	1.0	0.414285714286	0.25	1	0.333333333333	1	-0.5	-0.144444444444	0.0833333333333	0	-0.0833333333333	0	
斗罗大陆2漫画全集	1.0	0.6	0.4	1	0.0	0	0.5	0.375	0.333333333333	1	0.142857142857	1	0.5	0.225	0.0666666666667	0	-0.142857142857	-1	
商丘学院	0.333333333333	0.333333333333	0.333333333333	1	0.0	0	0.333333333333	0.333333333333	0.333333333333	1	0.0	0	0.0	0.0	0.0	0	0.0	0	
篮球在线	0.25	0.25	0.2	1	0.0	0	0.25	0.25	0.25	1	0.0	0	0.0	0.0	-0.05	0	0.0	0	
谢文东4季电视剧+全集	0.166666666667	0.166666666667	0.0	0	0.2	1	1.0	1.0	0.25	1	0.0	0	-0.833333333333	-0.833333333333	-0.25	-1	0.2	1	
魔兽世界坐骑	0.333333333333	0.25	0.5	1	0.166666666667	1	0.5	0.255952380952	0.2	1	0.4	1	-0.166666666667	-0.00595238095238	0.3	0	-0.233333333333	0	
面膜多久做一次	1.0	0.75	0.5	1	0.0	0	1.0	0.666666666667	0.666666666667	1	0.0	0	0.0	0.0833333333333	-0.166666666667	0	0.0	0	
资本运作正面报道	0.333333333333	0.333333333333	0.25	1	0.0	0	0.142857142857	0.142857142857	0.0	0	0.2	1	0.190476190476	0.190476190476	0.25	1	-0.2	-1	
蜘蛛侠电影	0.25	0.225	0.0	0	0.285714285714	1	0.333333333333	0.291666666667	0.5	1	0.0	0	-0.0833333333333	-0.0666666666667	-0.5	-1	0.285714285714	1	
验证码接收平台	0.25	0.25	0.2	1	0.0	0	0.5	0.5	0.166666666667	1	0.0	0	-0.25	-0.25	0.0333333333333	0	0.0	0	
过华清宫	0.166666666667	0.166666666667	0.0	0	0.166666666667	1	0.1	0.1	0.0	0	0.166666666667	1	0.0666666666667	0.0666666666667	0.0	0	0.0	0	
龙魂至尊全集免费	0.25	0.25	0.2	1	0.0	0	0.166666666667	0.166666666667	0.0	0	0.2	1	0.0833333333333	0.0833333333333	0.2	1	-0.2	-1	
足球骑士国语版	0.5	0.344444444444	0.666666666667	1	0.142857142857	1	0.333333333333	0.233333333333	0.333333333333	1	0.333333333333	1	0.166666666667	0.111111111111	0.333333333333	0	-0.190476190476	0	
剑灵动作快捷键	0.25	0.163194444444	0.2	1	0.6	1	0.2	0.141964285714	0.2	1	0.6	1	0.05	0.0212301587302	0.0	0	0.0	0	
切开的水果怎么画	0.5	0.416666666667	0.4	1	0.0	0	0.5	0.3125	0.2	1	0.2	1	0.0	0.104166666667	0.2	0	-0.2	-1	
中南海的枪声	1.0	0.527777777778	0.6	1	0.0	0	1.0	0.566666666667	0.6	1	0.0	0	0.0	-0.0388888888889	0.0	0	0.0	0	
阅读的乐趣	0.25	0.197619047619	0.4	1	0.2	1	0.25	0.172619047619	0.25	1	0.333333333333	1	0.0	0.025	0.15	0	-0.133333333333	0	
qq三国boss精元怎么得	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
红楼梦在线阅读	0.5	0.361111111111	0.6	1	0.0	0	1.0	0.527777777778	0.6	1	0.0	0	-0.5	-0.166666666667	0.0	0	0.0	0	
星星诗刊	0.5	0.375	0.4	1	0.0	0	0.25	0.208333333333	0.2	1	0.2	1	0.25	0.166666666667	0.2	0	-0.2	-1	
精灵梦叶罗莉第三季	0.2	0.2	0.2	1	0.0	0	0.166666666667	0.166666666667	0.0	0	0.2	1	0.0333333333333	0.0333333333333	0.2	1	-0.2	-1	
公主动画片大全	0.5	0.291666666667	0.0	0	0.333333333333	1	0.333333333333	0.208333333333	0.333333333333	1	0.333333333333	1	0.166666666667	0.0833333333333	-0.333333333333	-1	0.0	0	
公司绩效员工工资调整通知	0.333333333333	0.333333333333	0.2	1	0.0	0	0.25	0.25	0.2	1	0.0	0	0.0833333333333	0.0833333333333	0.0	0	0.0	0	
7406芯片	1.0	0.583333333333	0.25	1	0.166666666667	1	0.5	0.416666666667	0.666666666667	1	0.0	0	0.5	0.166666666667	-0.416666666667	0	0.166666666667	1	
龙煤集团最新消息	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
儿童经典诗歌散文朗诵	0.2	0.2	0.2	1	0.0	0	1.0	1.0	0.166666666667	1	0.0	0	-0.8	-0.8	0.0333333333333	0	0.0	0	
项目合作协议书	1.0	0.45	0.4	1	0.2	1	1.0	0.533333333333	0.5	1	0.166666666667	1	0.0	-0.0833333333333	-0.1	0	0.0333333333333	0	
蛋清蜂蜜面膜可以天天做吗	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
世纪伟业家校通	0.2	0.1625	0.166666666667	1	0.25	1	0.5	0.416666666667	0.333333333333	1	0.0	0	-0.3	-0.254166666667	-0.166666666667	0	0.25	1	
2014cad下载	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
三菱plc仿真软件下载	1.0	0.486111111111	0.4	1	0.2	1	0.333333333333	0.261111111111	0.5	1	0.166666666667	1	0.666666666667	0.225	-0.1	0	0.0333333333333	0	
中央民族大学信息门户	1.0	0.464285714286	0.4	1	0.2	1	1.0	0.437037037037	0.333333333333	1	0.25	1	0.0	0.0272486772487	0.0666666666667	0	-0.05	0	
2034盒子破解版	0.25	0.25	0.2	1	0.0	0	0.125	0.125	0.0	0	0.2	1	0.125	0.125	0.2	1	-0.2	-1	
分家协议书范本	0.5	0.254166666667	0.4	1	0.4	1	1.0	0.473214285714	0.75	1	0.166666666667	1	-0.5	-0.219047619048	-0.35	0	0.233333333333	0	
电影爸爸去哪儿2在线观看完整版	0.25	0.25	0.25	1	0.0	0	0.25	0.25	0.25	1	0.0	0	0.0	0.0	0.0	0	0.0	0	
2015驾驶证科目一练习	1.0	0.430555555556	0.2	1	0.4	1	0.5	0.291666666667	0.4	1	0.2	1	0.5	0.138888888889	-0.2	0	0.2	0	
洛阳看牡丹哪里最好	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	
