query	baidu_vertical_types_number	baidu_vertical_results_number	baidu_vertical_results_area_fraction	baidu_total_images_number	baidu_total_images_area_fraction	sogou_vertical_types_number	sogou_vertical_results_number	sogou_vertical_results_area_fraction	sogou_total_images_number	sogou_total_images_area_fraction	delta_vertical_types_number	delta_vertical_results_number	delta_vertical_results_area_fraction	delta_total_images_number	delta_total_images_area_fraction	
魔方格	5	7	0.854452054795	5	0.0728805953048	5	8	0.906723198062	10	0.119089257199	0	-1	-0.0522711432673	-5	-0.0462086618947	
淘宝天天特价报名要求	4	9	0.937130177515	9	0.123599073932	5	8	0.848167539267	1	0.015871807076	-1	1	0.0889626382478	8	0.107727266856	
闪字在线制作	3	7	0.769230769231	3	0.0457955558546	3	3	0.369878183832	0	0.0	0	4	0.399352585399	3	0.0457955558546	
CBA四川天津群殴	2	4	0.48432760364	4	0.07913817795	4	8	0.858306188925	5	0.0812851643471	-2	-4	-0.373978585285	-1	-0.00214698639704	
2015年滞涨股一览	2	5	0.585769980507	4	0.0657622991804	3	6	0.6925795053	0	0.0	-1	-1	-0.106809524794	4	0.0657622991804	
奖状格式	4	9	0.930498773508	8	0.138421882932	5	6	0.709030100334	4	0.0793919124354	-1	3	0.221468673173	4	0.0590299704962	
dnf元素爆破师刷图加点	3	10	1.0	12	0.169324607166	4	8	0.850386930353	6	0.103076682561	-1	2	0.149613069647	6	0.0662479246055	
qq会员中心	3	6	0.702422145329	9	0.144555318301	3	4	0.518234165067	3	0.0571767579829	0	2	0.184187980262	6	0.0873785603176	
阿盟地震	2	8	0.839924670433	8	0.13045456773	4	7	0.751665080875	1	0.0173064613788	-2	1	0.0882595895578	7	0.113148106351	
dnf大叔二觉哪个厉害	3	7	0.786153846154	4	0.0519016299685	2	7	0.770694576594	0	0.0	1	0	0.0154592695601	4	0.0519016299685	
下旋球	5	10	1.0	9	0.132455770412	5	9	0.935745937962	4	0.0602873640392	0	1	0.0642540620384	5	0.072168406373	
设计师简历	4	7	0.807401812689	23	0.259852424219	5	9	0.931225296443	2	0.0287574559828	-1	-2	-0.123823483754	21	0.231094968236	
数据恢复软件	4	9	0.934765924789	7	0.104427301024	4	9	0.941096817874	9	0.0561408259986	0	0	-0.00633089308512	-2	0.0482864750253	
档案在自己手里怎么办	2	3	0.447924823806	1	0.0132091070789	5	9	0.931978107897	1	0.0142213376928	-3	-6	-0.484053284091	0	-0.00101223061388	
战地2修改器	3	7	0.789950576606	5	0.0842938334058	5	9	0.93234836703	6	0.0898515481408	-2	-2	-0.142397790423	-1	-0.00555771473501	
欢乐英雄转大赛版	2	4	0.517958412098	6	0.109264868132	3	7	0.7841191067	5	0.0825625986916	-1	-3	-0.266160694601	1	0.02670226944	
童装品牌排行榜	2	6	0.66	5	0.0843401486989	4	7	0.772052401747	1	0.0158856689162	-2	-1	-0.112052401747	4	0.0684544797826	
hp1008打印机驱动下载	4	8	0.852586206897	6	0.0996570952442	3	6	0.658823529412	3	0.0578467023173	1	2	0.193762677485	3	0.0418103929269	
断喉剑	4	7	0.778260869565	8	0.139442379182	3	6	0.6925795053	0	0.0	1	1	0.0856813642649	8	0.139442379182	
凯立德导航升级免费版	4	10	1.0	9	0.136205767458	5	8	0.846830985915	1	0.0160115236876	-1	2	0.153169014085	8	0.12019424377	
东风风行S500即将面市	2	7	0.738864628821	11	0.166537880879	5	7	0.78728606357	5	0.109944432096	-3	0	-0.0484214347487	6	0.0565934487825	
笔记本电脑定时关机怎么设置	3	8	0.863123993559	8	0.12096450742	5	10	1.0	11	0.146323745951	-2	-2	-0.136876006441	-3	-0.0253592385307	
描写雨景的作文	2	2	0.262605042017	0	0.0	3	5	0.667685255921	1	0.0138954094034	-1	-3	-0.405080213904	-1	-0.0138954094034	
苹果5s怎么设置铃声	4	10	1.0	13	0.184633007694	5	8	0.848689138577	4	0.068258119973	-1	2	0.151310861423	9	0.116374887721	
林黛玉进贾府教案	3	3	0.389117043121	2	0.0346366113753	3	8	0.856198347107	1	0.0150323065364	0	-5	-0.467081303986	1	0.0196043048389	
金刚结的编法图解	6	10	1.0	22	0.274273532166	6	10	1.0	4	0.110920859076	0	0	0.0	18	0.16335267309	
台湾宝岛导航	1	2	0.25	2	0.0383364312268	2	2	0.24838012959	1	0.0196426467701	-1	0	0.00161987041037	1	0.0186937844567	
怎么练肌肉	5	9	0.939673527324	15	0.172445590086	5	10	1.0	5	0.0687453042825	0	-1	-0.0603264726757	10	0.103700285804	
qq三国名字大全	2	4	0.500978473581	3	0.0495147644025	2	4	0.423841059603	0	0.0	0	0	0.0771374139786	3	0.0495147644025	
制作视频的免费软件	6	9	0.943333333333	11	0.141091697646	5	9	0.953125	13	0.0898530564263	1	0	-0.00979166666667	-2	0.0512386412193	
福睿斯油耗	3	6	0.695613249776	8	0.125408938574	4	6	0.748373101952	2	0.0161887859068	-1	0	-0.0527598521761	6	0.109220152667	
国内邮政小包快递单号	2	2	0.349753694581	1	0.0268115809328	3	3	0.38670694864	0	0.0	-1	-1	-0.0369532540592	1	0.0268115809328	
最近三河燕郊新闻	1	6	0.656218402427	6	0.102333850797	3	4	0.452830188679	1	0.0190661330284	-2	2	0.203388213747	5	0.083267717769	
天津航母主题公园	5	8	0.877344877345	10	0.20156825826	6	8	0.897345132743	8	0.161032984714	-1	0	-0.0200002553985	2	0.0405352735453	
360游戏保险箱	4	9	0.933436532508	10	0.158992426945	4	10	1.0	3	0.0396375328851	0	-1	-0.0665634674923	7	0.11935489406	
内热的症状	3	8	0.892541087231	7	0.0980947367926	6	9	0.93234836703	3	0.0810179556058	-3	-1	-0.0398072797982	4	0.0170767811868	
味可滋鹿晗	4	9	0.932912391476	12	0.173529955431	5	9	0.937319884726	8	0.144020172911	-1	0	-0.0044074932503	4	0.0295097825207	
现金流量表模板+xls	2	3	0.327683615819	1	0.0231260370067	4	7	0.776349614396	2	0.03497390356	-2	-4	-0.448665998577	-1	-0.0118478665533	
我的公主国语版	2	6	0.690063810392	6	0.109890780195	4	9	0.917063870353	1	0.00244388595199	-2	-3	-0.227000059961	5	0.107446894243	
描写眼睛的优美句子	2	3	0.365979381443	0	0.0	5	7	0.775965665236	1	0.01561295357	-3	-4	-0.409986283793	-1	-0.01561295357	
关于团结的歌曲	2	5	0.620196604111	0	0.0	5	7	0.815608263198	5	0.0763719830284	-3	-2	-0.195411659087	-5	-0.0763719830284	
三十年战友聚会发言稿	2	2	0.273641851107	1	0.0169698488328	3	3	0.396432111001	0	0.0	-1	-1	-0.122790259894	1	0.0169698488328	
dnf活动专区	2	7	0.767905711695	10	0.173339354987	3	8	0.842818428184	2	0.032861952862	-1	-1	-0.0749127164889	8	0.140477402125	
黄金岛历险记	3	7	0.776119402985	8	0.14394841885	3	9	0.937184115523	1	0.02520511979	0	-2	-0.161064712538	7	0.11874329906	
公务员辞职规定	2	5	0.54939516129	4	0.0680162489507	5	8	0.866666666667	2	0.0278760013932	-3	-3	-0.317271505376	2	0.0401402475575	
恒星科技	5	9	0.944078947368	5	0.057854382704	4	7	0.895683453237	3	0.0860780466536	1	2	0.048395494131	2	-0.0282236639496	
世纪购	4	9	0.926724137931	7	0.121051788232	5	10	1.0	3	0.0427753246753	-1	-1	-0.073275862069	4	0.078276463557	
医疗机构设置申请书	2	2	0.315206445116	0	0.0	4	9	0.945967741935	7	0.0854765395894	-2	-7	-0.63076129682	-7	-0.0854765395894	
苏打水	5	9	0.938450398262	7	0.107160642711	7	10	1.0	0	0.0	-2	-1	-0.0615496017379	7	0.107160642711	
制药与检验类专业	3	5	0.563206577595	2	0.034672209126	4	6	0.700516351119	1	0.0156532624003	-1	-1	-0.137309773524	1	0.0190189467257	
火影忍者壁纸	3	10	1.0	22	0.336065744956	5	10	1.0	8	0.190460624071	-2	0	0.0	14	0.145605120885	
支付宝登录入口	3	4	0.549071618037	6	0.103007832658	5	6	0.745535714286	3	0.0602516233766	-2	-2	-0.196464096249	3	0.0427562092813	
别克英朗xt	5	9	0.939801699717	9	0.130220784144	6	10	1.0	7	0.146970636307	-1	-1	-0.0601983002833	2	-0.0167498521629	
狼图腾下载迅雷	3	9	0.922515952598	7	0.107635558959	4	6	0.743551952837	1	0.013403898975	-1	3	0.178963999761	6	0.0942316599844	
丽文正经话2015	3	5	0.600563909774	4	0.057386728904	2	6	0.713035870516	0	0.0	1	-1	-0.112471960742	4	0.057386728904	
逆战boss大全	5	9	0.939198855508	17	0.28775840154	4	9	0.918233082707	0	0.0	1	0	0.0209657728011	17	0.28775840154	
唐唐big笑工坊2015	3	7	0.810790835181	11	0.170051681929	5	10	1.0	10	0.0909584214235	-2	-3	-0.189209164819	1	0.0790932605059	
大排档利润	3	4	0.456289978678	2	0.0359659482724	4	7	0.771653543307	1	0.0159134653623	-1	-3	-0.315363564629	1	0.0200524829102	
久游一卡通	4	5	0.570063694268	3	0.0575399174421	3	6	0.737201365188	2	0.0286503257834	1	-1	-0.16713767092	1	0.0288895916587	
葱油饼	6	10	1.0	23	0.240445576168	7	10	1.0	7	0.127676233938	-1	0	0.0	16	0.11276934223	
理工附中分校怎么样	4	5	0.55033557047	3	0.051967979128	3	7	0.784297520661	0	0.0	1	-2	-0.233961950191	3	0.051967979128	
中华鲟	6	7	0.79793977813	7	0.114032426254	5	5	0.674157303371	7	0.168667347634	1	2	0.123782474759	0	-0.0546349213792	
163邮箱登陆	4	7	0.850953206239	8	0.130188837275	4	9	0.94730466384	13	0.155662133142	0	-2	-0.0963514576009	-5	-0.0254732958672	
云南自助游	5	9	0.950753186559	16	0.168855294275	4	10	1.0	13	0.138455139632	1	-1	-0.0492468134415	3	0.0304001546431	
8010豹子号	2	5	0.566860465116	4	0.0653799602317	3	4	0.502288329519	0	0.0	-1	1	0.0645721355968	4	0.0653799602317	
国漫排行榜	4	10	1.0	18	0.21381788786	3	8	0.842105263158	1	0.0165055271407	1	2	0.157894736842	17	0.197312360719	
送东阳马生序	5	7	0.775922671353	3	0.0567208498572	6	7	0.820741758242	3	0.0321141358641	-1	0	-0.0448190868885	0	0.0246067139931	
刀塔传奇噩梦远征国家队	4	8	0.861450692747	7	0.159699814884	4	9	0.921124206709	1	0.0164905629276	0	-1	-0.0596735139624	6	0.143209251956	
龙氏正骨	5	8	0.868421052632	14	0.211475824922	6	8	0.874285714286	1	0.0148482374768	-1	0	-0.00586466165414	13	0.196627587445	
建筑设计防火规范2014下载	2	2	0.285714285714	0	0.0	3	6	0.643442622951	0	0.0	-1	-4	-0.357728337237	0	0.0	
腾讯自选股电脑版下载	2	8	0.856196783349	8	0.137880583682	2	9	0.903867403315	0	0.0	0	-1	-0.0476706199658	8	0.137880583682	
我的世界服务器地址	3	6	0.663366336634	5	0.0835050977217	4	8	0.852040816327	1	0.0154669140383	-1	-2	-0.188674479693	4	0.0680381836833	
开淘宝店怎么找货源	4	9	0.934362934363	13	0.198395315124	6	9	0.937365010799	2	0.0241743569605	-2	0	-0.0030020764362	11	0.174220958163	
英雄联盟生日礼物怎么领取	4	8	0.859259259259	10	0.151418911683	4	9	0.931225296443	6	0.091532878189	0	-1	-0.0719660371834	4	0.0598860334943	
沈阳电视台	4	4	0.592326139089	7	0.169939884524	5	7	0.794972505892	2	0.0206998500321	-1	-3	-0.202646366803	5	0.149240034491	
英雄联盟维护公告在哪看	1	4	0.504816955684	1	0.0162505103466	3	7	0.733944954128	0	0.0	-2	-3	-0.229127998444	1	0.0162505103466	
毛家红烧肉	5	10	1.0	16	0.186062863632	8	10	1.0	6	0.0877399157134	-3	0	0.0	10	0.0983229479183	
下载2003金山打字	2	8	0.857978279031	4	0.0501517113726	3	9	0.917924528302	1	0.0171595197256	-1	-1	-0.059946249271	3	0.0329921916471	
动物园术士卡组	3	7	0.776511831727	6	0.0898839796826	3	9	0.925064599483	3	0.0470002349072	0	-2	-0.148552767757	3	0.0428837447754	
婚礼男方父亲经典致辞	2	4	0.5	3	0.0496118521758	4	4	0.496138996139	0	0.0	-2	0	0.003861003861	3	0.0496118521758	
儿童戏曲大全	3	8	0.866247049567	16	0.224481498922	3	8	0.828698553949	0	0.0	0	0	0.0375484956184	16	0.224481498922	
华夏全球精选	4	6	0.739463601533	3	0.0387770798616	4	6	0.645621181263	1	0.0185224958341	0	0	0.0938424202698	2	0.0202545840275	
国发2015年3号全文	2	3	0.337416481069	2	0.0375679949661	5	9	0.928276999176	1	0.0149951285318	-3	-6	-0.590860518107	1	0.0225728664343	
梦幻西游手游地府宝石	4	9	0.920782851817	6	0.0943226266903	3	9	0.932400932401	5	0.0706646888465	1	0	-0.0116180805836	1	0.0236579378438	
冰川时代3	5	10	1.0	9	0.149713751866	4	9	1.0	0	0.0	1	1	0.0	9	0.149713751866	
李钟硕穿的鞋子	3	8	0.856297548605	10	0.161474356356	3	9	1.0	0	0.0	0	-1	-0.143702451395	10	0.161474356356	
give+it+up攻略	2	9	0.921223354958	9	0.14403223417	3	6	0.668571428571	0	0.0	-1	3	0.252651926387	9	0.14403223417	
怎么贴双眼皮贴	6	10	1.0	17	0.259791507714	6	10	1.0	6	0.0881111111111	0	0	0.0	11	0.171680396603	
武媚娘传奇台湾版	4	10	1.0	9	0.123938147592	5	10	1.0	5	0.0752209358087	-1	0	0.0	4	0.0487172117828	
怎么把电脑上的视频传到苹果手机上	4	8	0.880671224363	14	0.148879097826	3	7	0.743378995434	1	0.0166110419261	1	1	0.137292228929	13	0.1322680559	
广电局封杀动漫	3	5	0.568907563025	3	0.0425244447221	3	9	0.925321888412	0	0.0	0	-4	-0.356414325387	3	0.0425244447221	
十一运夺金追号计算器	2	5	0.55370177268	1	0.0175891863814	2	5	0.5203969129	0	0.0	0	0	0.0333048597802	1	0.0175891863814	
炸馓子的做法	4	9	0.935654806964	14	0.199111296219	5	10	1.0	5	0.0692425481305	-1	-1	-0.0643451930356	9	0.129868748088	
压强教学设计+一等奖	1	3	0.331460674157	0	0.0	2	7	0.755388940956	0	0.0	-1	-4	-0.423928266799	0	0.0	
收针方法	6	10	1.0	14	0.194403153712	6	9	0.924805531547	1	0.0157209083052	0	1	0.0751944684529	13	0.178682245407	
hypersnap破解版	2	8	0.828724353256	7	0.111751323997	4	10	1.0	2	0.0267297084318	-2	-2	-0.171275646744	5	0.0850216155653	
战龙三国坐骑进阶数据	1	2	0.24276169265	2	0.0375679949661	3	6	0.704081632653	4	0.0694124922696	-2	-4	-0.461319940003	-2	-0.0318444973035	
北京万科蓝山咖啡厅	3	8	0.840823970037	8	0.133091071105	4	5	0.553388090349	0	0.0	-1	3	0.287435879688	8	0.133091071105	
see+you+again歌词中文	4	8	0.870624048706	5	0.0669244000837	5	8	0.843525179856	2	0.0347089601046	-1	0	0.0270988688501	3	0.0322154399791	
杨建平昆仑绝最新比赛	2	10	1.0	10	0.158547558685	3	7	0.73556231003	2	0.0413521230543	-1	3	0.26443768997	8	0.117195435631	
北京旅游地图高清版	2	7	0.75527831094	9	0.148408122784	3	6	0.671388101983	4	0.107408361233	-1	1	0.0838902089575	5	0.0409997615509	
会计报表附注模板	3	4	0.506292352372	0	0.0	3	6	0.706081081081	1	0.0153624078624	0	-2	-0.199788728709	-1	-0.0153624078624	
touch炫舞过客	1	4	0.461538461538	4	0.0710981232446	1	7	0.707070707071	0	0.0	0	-3	-0.245532245532	4	0.0710981232446	
徐州保时捷中心	3	6	0.74006116208	10	0.22648869411	4	7	0.797988264878	2	0.0645111636059	-1	-1	-0.0579271027989	8	0.161977530504	
增压泵+家用	4	9	0.926086956522	8	0.12047195733	5	8	0.874639769452	4	0.0858475242337	-1	1	0.0514471870693	4	0.0346244330962	
抗日英雄的故事	3	8	0.87072243346	4	0.0513095961666	5	8	0.855960264901	1	0.0150571944612	-2	0	0.0147621685594	3	0.0362524017055	
会计资格考试题库	4	8	0.890270665691	6	0.087693725984	3	4	0.53171641791	2	0.0339348710991	1	4	0.358554247781	4	0.0537588548849	
五年级黑板报花边大全	1	7	0.749508840864	7	0.115988416678	1	6	0.620087336245	1	0.0198570861453	0	1	0.12942150462	6	0.0961313305329	
热血江湖SF	2	5	0.59620596206	5	0.0703952206808	2	3	0.377581120944	0	0.0	0	2	0.218624841116	5	0.0703952206808	
2015年中考体育项目	4	5	0.578373015873	2	0.0348070454948	3	6	0.694200351494	1	0.0159833839271	1	-1	-0.115827335621	1	0.0188236615676	
众泰t600运动版	3	8	0.854824935952	20	0.296081892323	3	9	0.937768240343	14	0.366247886591	0	-1	-0.0829433043912	6	-0.0701659942678	
古筝名曲	4	6	0.724249797242	3	0.04104143489	5	8	0.862776025237	5	0.078720963579	-1	-2	-0.138526227994	-2	-0.037679528689	
葡萄石价格	3	6	0.669902912621	5	0.0818836395135	5	9	1.0	8	0.143481906443	-2	-3	-0.330097087379	-3	-0.0615982669296	
mp3下载+免费下载	2	5	0.592945662536	4	0.0643204184548	1	5	0.593837535014	4	0.0574755962991	1	0	-0.000891872478257	0	0.0068448221557	
跳远加油稿大全	3	4	0.477993858751	1	0.0172651276763	3	4	0.487229862475	0	0.0	0	0	-0.00923600372416	1	0.0172651276763	
组织机构代码证	6	6	0.69118982743	2	0.033909693452	5	9	0.938122332859	2	0.0345506271822	1	-3	-0.24693250543	0	-0.000640933730157	
obee+v10+手机价格	2	8	0.836381135707	8	0.129878958535	3	7	0.817610062893	0	0.0	-1	1	0.0187710728143	8	0.129878958535	
贵州遵义道真县的风景	4	5	0.630434782609	10	0.177009859383	2	6	0.6796875	0	0.0	2	-1	-0.0492527173913	10	0.177009859383	
电脑刷钻代码	3	6	0.675881792183	4	0.0643204184548	4	7	0.744630071599	0	0.0	-1	-1	-0.068748279416	4	0.0643204184548	
cs5中文版下载	4	10	1.0	9	0.117729352235	2	9	0.920547945205	3	0.0559103362391	2	1	0.0794520547945	6	0.0618190159956	
翡翠墨翠无事牌	1	2	0.221095334686	2	0.0342150704661	4	8	0.878406708595	4	0.083267899117	-3	-6	-0.65731137391	-2	-0.0490528286509	
台湾面膜排行榜	5	6	0.695029486099	10	0.158703488536	4	8	0.85077186964	6	0.0845064712303	1	-2	-0.15574238354	4	0.0741970173057	
蒙古东征路线图	3	7	0.741363211951	6	0.0978587221754	3	9	0.922252010724	0	0.0	0	-2	-0.180888798772	6	0.0978587221754	
同仁堂药店	5	6	0.741641337386	9	0.180147681947	5	5	0.696153846154	4	0.123988811189	0	1	0.0454874912322	5	0.0561588707583	
微信抢红包群二维码	2	6	0.665129151292	4	0.0622436521763	3	6	0.701030927835	2	0.0312527335208	-1	0	-0.0359017765435	2	0.0309909186555	
豆芽的做法	4	10	1.0	36	0.380760934416	6	10	1.0	14	0.180233918129	-2	0	0.0	22	0.200527016288	
腾讯qq2015	2	9	0.933998465081	8	0.111662534557	5	10	1.0	5	0.0611728980831	-3	-1	-0.0660015349194	3	0.050489636474	
林氏六音	5	7	0.775725593668	4	0.0588697838504	5	9	0.931116389549	1	0.0144014971568	0	-2	-0.155390795881	3	0.0444682866936	
中央教育频道	4	7	0.803695150115	5	0.0637751086767	4	6	0.71096345515	1	0.015107218363	0	1	0.092731694966	4	0.0486678903136	
赵文龙事迹	2	3	0.319221967963	1	0.0192998051943	4	7	0.77519379845	1	0.0156667449691	-2	-4	-0.455971830486	0	0.00363306022518	
斯巴达克斯第一季高清	3	4	0.545859305432	6	0.102940543618	4	8	0.857610474632	3	0.0318672816545	-1	-4	-0.3117511692	3	0.0710732619637	
十一级台阶	5	10	1.0	3	0.0557156133829	4	8	1.0	2	0.0347641586421	1	2	0.0	1	0.0209514547408	
胡维纳	7	9	0.933374844334	11	0.134639155213	6	10	1.0	16	0.167969307009	1	-1	-0.0666251556663	-5	-0.0333301517962	
珍惜时间的计划书	2	5	0.572004028197	0	0.0	4	6	0.675373134328	0	0.0	-2	-1	-0.103369106131	0	0.0	
降低敏感度最好的方法	3	9	0.926534140017	1	0.0145791095417	3	8	0.855601659751	2	0.0713692946058	0	1	0.0709324802662	-1	-0.0567901850641	
图片处理软件在线	2	3	0.382139148494	6	0.0820044239076	2	2	0.324675324675	3	0.058944691672	0	1	0.057463823819	3	0.0230597322357	
国际音标发音表flash	2	7	0.736842105263	4	0.0696306697204	4	5	0.581328200192	2	0.0323177880829	-2	2	0.155513905071	2	0.0373128816375	
图片格式转换器	4	7	0.787480680062	5	0.0735206242136	5	8	0.934389140271	4	0.00345536816125	-1	-1	-0.14690846021	1	0.0700652560523	
申诉qq	2	7	0.780425531915	10	0.156573598038	5	7	0.816170861937	5	0.0725455932321	-3	0	-0.0357453300226	5	0.0840280048063	
unity中json读取	2	4	0.443838604144	3	0.0551843939142	4	7	0.744868035191	0	0.0	-2	-3	-0.301029431047	3	0.0551843939142	
电信猫怎么设置wifi	5	9	0.919850187266	9	0.125172994723	5	8	0.838589981447	1	0.0168729971327	0	1	0.0812602058188	8	0.10829999759	
我的世界火怎么得	4	9	0.930555555556	8	0.122743397235	4	8	0.838589981447	1	0.0168729971327	0	1	0.0919655741084	7	0.105870400102	
升膜蒸发器的结构图	4	9	0.931285367825	10	0.184461146857	4	9	0.917300380228	0	0.0	0	0	0.0139849875972	10	0.184461146857	
眉毛怎么画好看图解	6	9	0.937269372694	14	0.219639501228	4	9	0.917691579943	1	0.0172082222413	2	0	0.0195777927505	13	0.202431278986	
神探驾到免费观看	4	6	0.704347826087	4	0.0786196864393	4	8	0.937679083095	0	0.0	0	-2	-0.233331257008	4	0.0786196864393	
客厅吊顶装修效果图	4	10	1.0	15	0.229302516911	4	9	0.948059701493	18	0.286650746269	0	1	0.0519402985075	-3	-0.0573482293572	
1945年美军和苏军谁强	2	5	0.557547169811	1	0.0159132356036	1	10	1.0	0	0.0	1	-5	-0.442452830189	1	0.0159132356036	
小孩满月贺词	3	3	0.412635735439	0	0.0	3	4	0.572131147541	1	0.0149090909091	0	-1	-0.159495412102	-1	-0.0149090909091	
豆客平台下载	3	9	0.922727272727	8	0.135762081784	3	8	0.866666666667	2	0.029367965368	0	1	0.0560606060606	6	0.106394116416	
融券标的股票名单	3	3	0.401408450704	1	0.0169698488328	5	10	1.0	3	0.0369885920782	-2	-7	-0.598591549296	-2	-0.0200187432455	
火影忍者ol联盟区怎么进	4	4	0.543739279588	6	0.107264692942	2	9	0.912738214644	0	0.0	2	-5	-0.368998935056	6	0.107264692942	
东京漂移高清完整版	4	8	0.863234111022	5	0.0834128367931	3	9	0.925449871465	4	0.06994780712	1	-1	-0.0622157604436	1	0.0134650296731	
赛尔号外挂下载	4	8	0.84698469847	7	0.119235157717	3	9	0.91954887218	2	0.0255037593985	1	-1	-0.0725641737106	5	0.093731398318	
深航刘瑞琦	3	9	0.910159529807	11	0.16501549727	5	8	0.877291960508	11	0.188467752276	-2	1	0.0328675692991	0	-0.0234522550055	
鼻中隔弯曲手术后遗症	2	7	0.755747126437	2	0.032314233218	5	10	1.0	5	0.1162454264	-3	-3	-0.244252873563	-3	-0.0839311931823	
cfm4a1使用技巧	4	8	0.866043613707	14	0.212645774705	4	9	0.926952141058	4	0.0685382795206	0	-1	-0.0609085273508	10	0.144107495184	
二手帕萨特	3	8	0.874353288987	3	0.0374013963188	4	9	0.938341601701	13	0.328334514529	-1	-1	-0.0639883127135	-10	-0.29093311821	
加州旅馆	5	9	0.944876783398	10	0.123609564173	4	9	0.937229437229	1	0.0131234422144	1	0	0.00764734616875	9	0.110486121959	
应急演练计划	2	3	0.386597938144	0	0.0	3	4	0.572831423895	1	0.0148846897783	-1	-1	-0.186233485751	-1	-0.0148846897783	
优钻洗发水怎么样	3	5	0.530592734226	2	0.0322524469212	3	8	0.845195729537	0	0.0	0	-3	-0.314602995312	2	0.0322524469212	
糖醋排骨的做法	2	10	1.0	16	0.18507046454	6	10	1.0	14	0.171786215019	-4	0	0.0	2	0.0132842495213	
卡西利亚斯	7	10	1.0	15	0.188487453532	6	9	0.950540079591	14	0.186622780219	1	1	0.0494599204093	1	0.00186467331273	
无地自容吉他谱	3	5	0.554780876494	6	0.112283209171	5	7	0.759002770083	1	0.0167950977923	-2	-2	-0.204221893589	5	0.0954881113784	
烧烤配料	5	9	0.928330522766	5	0.0828704777547	6	9	0.942154255319	6	0.112113152805	-1	0	-0.0138237325536	-1	-0.0292426750499	
